execution_time,timestamp,cpu_utilization,memory_usage,pixel,fps,success,distance,consumption,device_type
9,2023-06-02 12:01:45.664411,51.1,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:45.748117,50.4,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:45.831818,49.6,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:45.915743,47.6,84.8,25440,12,True,437.0,22,
9,2023-06-02 12:01:45.999235,51.1,84.8,25440,12,False,437.0,22,
9,2023-06-02 12:01:46.083516,48.9,84.8,25440,12,False,437.0,22,
11,2023-06-02 12:01:46.170032,51.1,84.8,25440,12,False,437.0,22,
10,2023-06-02 12:01:46.252872,50.4,84.8,25440,12,False,437.0,22,
10,2023-06-02 12:01:46.336784,49.6,84.8,25440,12,False,437.0,22,
10,2023-06-02 12:01:46.420366,50.4,84.8,25440,12,False,437.0,22,
11,2023-06-02 12:01:46.504391,50.4,84.8,25440,12,True,117.0,22,
10,2023-06-02 12:01:46.588181,50.7,84.8,25440,12,True,27.0,22,
11,2023-06-02 12:01:46.672252,51.1,84.8,25440,12,False,27.0,22,
10,2023-06-02 12:01:46.756058,51.8,84.8,25440,12,False,27.0,22,
10,2023-06-02 12:01:46.839996,50.4,84.8,25440,12,False,27.0,22,
10,2023-06-02 12:01:46.923634,48.8,84.8,25440,12,False,27.0,22,
11,2023-06-02 12:01:47.007616,50.4,84.8,25440,12,False,27.0,22,
10,2023-06-02 12:01:47.091422,49.6,84.8,25440,12,False,27.0,22,
11,2023-06-02 12:01:47.175696,51.1,84.8,25440,12,False,27.0,22,
10,2023-06-02 12:01:47.259555,50.0,84.8,25440,12,False,27.0,22,
11,2023-06-02 12:01:47.343680,50.0,84.8,25440,12,True,206.0,22,
10,2023-06-02 12:01:47.427313,49.6,84.8,25440,12,False,206.0,22,
10,2023-06-02 12:01:47.511041,51.1,84.8,25440,12,False,206.0,22,
15,2023-06-02 12:01:47.599799,52.9,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:47.677860,48.1,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:47.761447,50.7,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:47.845153,50.0,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:47.928868,50.0,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.012582,50.4,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.095991,50.7,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.180632,50.0,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.264113,50.4,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.347722,47.2,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.431260,49.2,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.515878,51.1,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.599207,47.2,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.684069,50.4,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.767505,47.7,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.851952,49.6,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:48.936077,49.3,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.020300,49.3,84.8,25440,12,False,206.0,22,
11,2023-06-02 12:01:49.107091,49.3,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.188940,51.1,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.272303,50.0,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.356444,48.9,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.440494,49.3,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.524825,49.6,84.8,25440,12,False,206.0,22,
10,2023-06-02 12:01:49.610384,50.0,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.693171,50.4,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.776988,50.4,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.860591,49.3,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:49.943787,48.1,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:50.028245,50.7,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:50.112465,49.3,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:50.197394,50.4,84.8,25440,12,True,580.0,22,
9,2023-06-02 12:01:50.281244,50.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.364885,50.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.448345,50.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.532029,50.4,84.8,25440,12,False,580.0,22,
19,2023-06-02 12:01:50.625226,51.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.700024,54.2,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.783875,49.2,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.867327,48.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:50.951977,51.1,84.8,25440,12,False,580.0,22,
32,2023-06-02 12:01:51.058800,55.7,84.8,25440,12,False,580.0,22,
16,2023-06-02 12:01:51.126389,62.4,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:01:51.203645,52.9,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:01:51.287648,51.5,84.8,25440,12,False,580.0,22,
17,2023-06-02 12:01:51.379202,52.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.455673,52.1,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.539416,49.2,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.623115,53.0,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.706920,51.1,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.790847,51.1,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.874473,50.4,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:51.957910,50.7,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.042558,50.0,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.126262,53.3,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.210076,51.1,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.293649,50.7,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.377111,50.7,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.461764,50.4,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:01:52.545445,51.5,84.8,25440,12,False,580.0,22,
11,2023-06-02 12:01:52.563522,76.0,84.8,25440,12,False,580.0,22,
11,2023-06-02 12:01:52.647858,53.2,84.8,25440,12,False,580.0,22,
11,2023-06-02 12:01:52.732053,50.7,84.8,25440,12,False,580.0,22,
11,2023-06-02 12:01:52.816636,52.6,84.8,25440,12,False,580.0,22,
11,2023-06-02 12:01:52.899845,52.2,84.8,25440,12,False,580.0,22,
11,2023-06-02 12:01:52.984479,50.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.066280,50.8,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.150057,51.9,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.233583,50.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.317190,50.7,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.400720,50.7,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.484259,50.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.567943,50.4,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:01:53.651885,50.8,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.735819,50.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.819474,48.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:53.903141,50.4,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:01:53.987799,52.5,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:01:54.070752,48.9,84.8,25440,12,True,349.0,22,
9,2023-06-02 12:01:54.154590,51.1,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.238364,50.0,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.321949,50.4,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.405114,49.6,84.8,25440,12,False,349.0,22,
10,2023-06-02 12:01:54.490383,50.4,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.573557,49.6,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.658417,50.0,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.741888,50.4,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.825441,50.4,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.908624,50.0,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:54.992910,49.6,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:55.077212,49.3,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:55.161982,49.6,84.8,25440,12,False,349.0,22,
9,2023-06-02 12:01:55.245493,50.0,84.8,25440,12,True,225.0,22,
9,2023-06-02 12:01:55.329034,49.3,84.8,25440,12,True,10.0,22,
10,2023-06-02 12:01:55.413382,51.1,84.8,25440,12,True,43.0,22,
9,2023-06-02 12:01:55.496950,50.4,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:55.580726,49.6,84.8,25440,12,False,43.0,22,
10,2023-06-02 12:01:55.665299,51.5,84.8,25440,12,False,43.0,22,
10,2023-06-02 12:01:55.748519,51.9,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:55.832487,51.5,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:55.916189,50.0,84.8,25440,12,False,43.0,22,
9,2023-06-02 12:01:55.999743,49.2,84.8,25440,12,False,43.0,22,
10,2023-06-02 12:01:56.083767,49.2,84.8,25440,12,True,437.0,22,
9,2023-06-02 12:01:56.167446,50.0,84.8,25440,12,False,437.0,22,
9,2023-06-02 12:01:56.251170,51.1,84.8,25440,12,False,437.0,22,
9,2023-06-02 12:01:56.335093,50.0,84.8,25440,12,False,437.0,22,
9,2023-06-02 12:01:56.418741,50.7,84.8,25440,12,False,437.0,22,
9,2023-06-02 12:01:56.502637,50.4,84.8,25440,12,False,437.0,22,
9,2023-06-02 12:01:56.586120,51.5,84.8,25440,12,False,437.0,22,
10,2023-06-02 12:01:56.670229,51.5,84.8,25440,12,True,117.0,22,
10,2023-06-02 12:01:56.754156,50.0,84.8,25440,12,True,27.0,22,
9,2023-06-02 12:01:56.837801,50.7,84.8,25440,12,False,27.0,22,
9,2023-06-02 12:01:56.921222,50.4,84.8,25440,12,False,27.0,22,
9,2023-06-02 12:01:57.005423,49.6,84.8,25440,12,False,27.0,22,
9,2023-06-02 12:01:57.089667,49.6,84.8,25440,12,False,27.0,22,
9,2023-06-02 12:01:57.174126,50.4,84.8,25440,12,False,27.0,22,
9,2023-06-02 12:01:57.257754,49.3,84.8,25440,12,False,27.0,22,
9,2023-06-02 12:01:57.341287,50.0,84.8,25440,12,False,27.0,22,
10,2023-06-02 12:01:57.426800,48.9,84.8,25440,12,False,27.0,22,
11,2023-06-02 12:01:57.511032,50.7,84.8,25440,12,True,206.0,22,
10,2023-06-02 12:01:57.594921,50.4,84.8,25440,12,False,206.0,22,
13,2023-06-02 12:01:57.680953,50.0,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:57.761746,51.5,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:57.845319,50.4,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:57.928601,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.013236,50.0,84.9,25440,12,False,206.0,22,
28,2023-06-02 12:01:58.115459,52.2,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.181395,58.5,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.265103,51.1,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.348902,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.432506,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.516231,50.4,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.599839,50.0,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.683724,48.4,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.767567,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.851358,50.0,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:58.934833,50.4,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.018696,50.4,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.102235,51.5,84.9,25440,12,False,206.0,22,
19,2023-06-02 12:01:59.195165,50.3,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.269831,52.9,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.353222,49.3,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.437331,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.521501,49.3,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.605917,49.6,84.8,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.689514,51.5,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.773028,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.857198,48.9,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:01:59.941191,49.3,84.9,25440,12,False,206.0,22,
20,2023-06-02 12:02:00.036397,51.3,84.9,25440,12,False,206.0,22,
10,2023-06-02 12:02:00.110763,52.2,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:02:00.194533,49.6,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:02:00.278057,50.0,84.9,25440,12,False,206.0,22,
9,2023-06-02 12:02:00.361966,50.0,84.9,25440,12,True,580.0,22,
9,2023-06-02 12:02:00.445310,50.4,84.9,25440,12,False,580.0,22,
9,2023-06-02 12:02:00.529846,49.6,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:00.614110,51.1,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:00.697866,49.6,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:00.781610,51.8,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:00.865246,50.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:00.949038,51.1,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.033282,50.7,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.117966,51.9,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.201429,51.9,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.285483,51.1,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.369471,51.5,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.453518,51.1,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.537629,52.3,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.621674,52.6,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.705929,51.1,84.8,25440,12,False,580.0,22,
10,2023-06-02 12:02:01.790661,53.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:01.873238,53.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:01.957548,50.0,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.042356,50.7,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.125979,51.1,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.209631,50.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.293196,51.1,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.376680,51.1,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.460185,50.4,84.8,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.544755,49.3,84.7,25440,12,False,580.0,22,
10,2023-06-02 12:02:02.629765,50.4,84.7,25440,12,False,580.0,22,
9,2023-06-02 12:02:02.713417,49.6,84.7,25440,12,False,580.0,22,
10,2023-06-02 12:02:02.732238,77.4,84.7,25440,16,False,580.0,22,
11,2023-06-02 12:02:02.795746,59.2,84.7,25440,16,False,580.0,22,
11,2023-06-02 12:02:02.859284,61.8,84.7,25440,16,False,580.0,22,
11,2023-06-02 12:02:02.921816,63.4,84.7,25440,16,False,580.0,22,
11,2023-06-02 12:02:02.985497,64.1,84.7,25440,16,False,580.0,22,
12,2023-06-02 12:02:03.048600,64.7,84.7,25440,16,False,580.0,22,
15,2023-06-02 12:02:03.114697,64.1,84.8,25440,16,False,580.0,22,
18,2023-06-02 12:02:03.181139,65.1,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.236919,68.2,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.299708,63.3,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.362468,66.0,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.425203,64.0,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.488201,65.7,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.550798,63.3,84.8,25440,16,False,580.0,22,
11,2023-06-02 12:02:03.615311,65.0,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.678124,66.7,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.740818,65.0,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.803670,63.9,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.866304,65.0,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.929840,63.4,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:03.993629,64.4,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.056646,63.6,84.8,25440,16,False,580.0,22,
19,2023-06-02 12:02:04.128089,67.5,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.183050,69.0,84.8,25440,16,False,580.0,22,
11,2023-06-02 12:02:04.246413,66.3,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.309528,65.3,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.372278,65.3,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.434758,63.9,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.498343,64.7,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.562065,63.4,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.624903,65.7,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.687700,64.6,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.750414,65.7,84.8,25440,16,False,580.0,22,
17,2023-06-02 12:02:04.819977,65.5,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.877072,69.2,84.8,25440,16,False,580.0,22,
10,2023-06-02 12:02:04.940123,66.7,84.8,25440,16,True,375.0,22,
10,2023-06-02 12:02:05.002722,64.3,84.8,25440,16,False,375.0,22,
10,2023-06-02 12:02:05.065503,65.3,84.8,25440,16,False,375.0,22,
11,2023-06-02 12:02:05.128670,66.7,84.8,25440,16,False,375.0,22,
11,2023-06-02 12:02:05.192010,66.3,84.8,25440,16,False,375.0,22,
10,2023-06-02 12:02:05.254653,64.6,84.8,25440,16,False,375.0,22,
10,2023-06-02 12:02:05.317489,64.7,84.8,25440,16,False,375.0,22,
10,2023-06-02 12:02:05.380136,64.0,84.8,25440,16,False,375.0,22,
11,2023-06-02 12:02:05.444406,64.4,84.8,25440,16,True,552.0,22,
10,2023-06-02 12:02:05.507416,64.3,84.8,25440,16,True,33.0,22,
11,2023-06-02 12:02:05.570705,64.8,84.8,25440,16,True,35.0,22,
10,2023-06-02 12:02:05.633407,65.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:05.696178,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:05.758787,63.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:05.822348,63.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:05.886053,63.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:05.948654,64.6,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.012522,64.1,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.075018,63.9,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.138788,65.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.201616,64.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.264415,64.6,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.327051,63.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.389651,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.452366,64.6,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.515053,64.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.577800,65.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.640452,67.0,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:06.703686,65.3,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:06.766958,66.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.829973,66.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.892608,65.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:06.955198,63.9,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.018961,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.081600,65.0,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:07.145115,67.3,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:07.208361,65.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.270909,65.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.334478,64.1,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.398159,63.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.460896,64.6,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.523793,65.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.586515,64.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.649233,65.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.711887,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.774595,64.9,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.837421,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.900054,64.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:07.963691,63.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.027682,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.090465,65.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.153508,66.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.216399,65.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.278987,64.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.341631,64.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.405259,63.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.468960,63.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.531945,65.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.594583,63.6,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:08.657851,67.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.720904,66.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.784144,66.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.846840,63.9,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.909595,65.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:08.972155,64.3,84.8,25440,16,False,35.0,22,
24,2023-06-02 12:02:09.050135,63.2,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.098629,69.7,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:09.162720,65.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.225533,64.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.288291,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.350777,63.9,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.414327,63.7,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.477999,63.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.540738,65.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.603556,63.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.666362,67.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.729078,64.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.792084,65.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.854751,63.9,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.917382,64.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:09.980973,63.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:10.044850,64.0,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:10.108022,66.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:10.171066,63.9,84.8,25440,16,False,35.0,22,
11,2023-06-02 12:02:10.234270,66.3,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:10.296944,66.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:10.360616,63.0,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:10.424264,63.4,84.8,25440,16,False,35.0,22,
10,2023-06-02 12:02:10.488178,64.4,84.8,25440,16,True,242.0,22,
10,2023-06-02 12:02:10.550834,63.9,84.8,25440,16,False,242.0,22,
11,2023-06-02 12:02:10.613988,67.0,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:10.676987,66.3,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:10.739728,65.7,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:10.802711,66.7,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:10.865553,65.0,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:10.928268,64.0,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:10.990883,63.9,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:11.053685,66.0,84.8,25440,16,False,242.0,22,
11,2023-06-02 12:02:11.117302,66.7,84.8,25440,16,False,242.0,22,
11,2023-06-02 12:02:11.180480,65.3,84.8,25440,16,False,242.0,22,
10,2023-06-02 12:02:11.243499,64.3,84.8,25440,16,True,105.0,22,
11,2023-06-02 12:02:11.306776,66.0,84.8,25440,16,False,105.0,22,
10,2023-06-02 12:02:11.369381,65.0,84.8,25440,16,False,105.0,22,
10,2023-06-02 12:02:11.432938,63.7,84.8,25440,16,False,105.0,22,
10,2023-06-02 12:02:11.496740,64.0,84.8,25440,16,False,105.0,22,
10,2023-06-02 12:02:11.559375,63.3,84.8,25440,16,False,105.0,22,
10,2023-06-02 12:02:11.621915,67.0,84.8,25440,16,False,105.0,22,
10,2023-06-02 12:02:11.685658,64.0,84.8,25440,16,False,105.0,22,
