timestamp,cpu,device,disable_aci,gpu
2023-10-06 09:36:09.838948,25,Xavier,TRUE,1
2023-10-06 09:36:12.473494,25,Xavier,TRUE,1
2023-10-06 09:36:15.164655,0,Xavier,TRUE,1
2023-10-06 09:36:17.928895,0,Xavier,TRUE,1
2023-10-06 09:36:20.589873,33,Xavier,TRUE,1
2023-10-06 09:36:23.048632,20,Xavier,TRUE,1
2023-10-06 09:36:25.607082,30,Xavier,TRUE,1
2023-10-06 09:36:28.169653,20,Xavier,TRUE,1
2023-10-06 09:36:30.933966,19,Xavier,TRUE,1
2023-10-06 09:36:33.390759,33,Xavier,TRUE,1
2023-10-06 09:36:36.154068,18,Xavier,TRUE,1
2023-10-06 09:36:38.614891,25,Xavier,TRUE,1
2023-10-06 09:36:41.381528,17,Xavier,TRUE,1
2023-10-06 09:36:43.938047,33,Xavier,TRUE,1
2023-10-06 09:36:46.600278,30,Xavier,TRUE,1
2023-10-06 09:36:49.158962,32,Xavier,TRUE,1
2023-10-06 09:36:51.618688,0,Xavier,TRUE,1
2023-10-06 09:36:54.181108,33,Xavier,TRUE,1
2023-10-06 09:36:56.942025,18,Xavier,TRUE,1
2023-10-06 09:36:59.229692,20,Xavier,TRUE,1
2023-10-06 09:37:01.756944,17,Xavier,TRUE,1
2023-10-06 09:37:04.314751,0,Xavier,TRUE,1
2023-10-06 09:37:07.079821,17,Xavier,TRUE,1
2023-10-06 09:37:09.640139,20,Xavier,TRUE,1
2023-10-06 09:37:12.304230,17,Xavier,TRUE,1
2023-10-06 09:37:14.966693,20,Xavier,TRUE,1
2023-10-06 09:37:17.528744,29,Xavier,TRUE,1
2023-10-06 09:37:19.880226,0,Xavier,TRUE,1
2023-10-06 09:37:22.528747,29,Xavier,TRUE,1
2023-10-06 09:37:25.000055,30,Xavier,TRUE,1
2023-10-06 09:37:27.457864,0,Xavier,TRUE,1
2023-10-06 09:37:30.120976,25,Xavier,TRUE,1
2023-10-06 09:37:32.555926,25,Xavier,TRUE,1
2023-10-06 09:37:35.136961,0,Xavier,TRUE,1
2023-10-06 09:37:37.709042,20,Xavier,TRUE,1
2023-10-06 09:37:40.257925,25,Xavier,TRUE,1
2023-10-06 09:37:43.024966,19,Xavier,TRUE,1
2023-10-06 09:37:45.684766,17,Xavier,TRUE,1
2023-10-06 09:37:48.450265,17,Xavier,TRUE,1
2023-10-06 09:37:51.112101,0,Xavier,TRUE,1
2023-10-06 09:37:53.571088,17,Xavier,TRUE,1
2023-10-06 09:37:56.129585,20,Xavier,TRUE,1
2023-10-06 09:37:58.794380,28,Xavier,TRUE,1
2023-10-06 09:38:01.235511,0,Xavier,TRUE,1
2023-10-06 09:38:03.708905,20,Xavier,TRUE,1
2023-10-06 09:38:06.268383,20,Xavier,TRUE,1
2023-10-06 09:38:08.930398,33,Xavier,TRUE,1
2023-10-06 09:38:11.904805,24,Xavier,TRUE,1
2023-10-06 09:38:14.665801,38,Xavier,TRUE,1
2023-10-06 09:38:17.942186,33,Xavier,TRUE,1
2023-10-06 09:38:20.705951,36,Xavier,TRUE,1
2023-10-06 09:38:23.237371,20,Xavier,TRUE,1
2023-10-06 09:38:26.032791,18,Xavier,TRUE,1
2023-10-06 09:38:29.004710,28,Xavier,TRUE,1
2023-10-06 09:38:31.663775,50,Xavier,TRUE,1
2023-10-06 09:38:34.428566,25,Xavier,TRUE,1
2023-10-06 09:38:37.090824,20,Xavier,TRUE,1
2023-10-06 09:38:39.958531,36,Xavier,TRUE,1
2023-10-06 09:38:42.826006,50,Xavier,TRUE,1
2023-10-06 09:38:45.384749,25,Xavier,TRUE,1
2023-10-06 09:38:47.901919,40,Xavier,TRUE,1
2023-10-06 09:38:50.915263,23,Xavier,TRUE,1
2023-10-06 09:38:53.680628,40,Xavier,TRUE,1
2023-10-06 09:38:56.342535,20,Xavier,TRUE,1
2023-10-06 09:38:59.209984,20,Xavier,TRUE,1
2023-10-06 09:39:01.976536,36,Xavier,TRUE,1
2023-10-06 09:39:05.049399,20,Xavier,TRUE,1
2023-10-06 09:39:08.223735,25,Xavier,TRUE,1
2023-10-06 09:39:11.089267,20,Xavier,TRUE,1
2023-10-06 09:39:13.958562,37,Xavier,TRUE,1
2023-10-06 09:39:16.518395,20,Xavier,TRUE,1
2023-10-06 09:39:19.281119,18,Xavier,TRUE,1
2023-10-06 09:39:21.944724,30,Xavier,TRUE,1
2023-10-06 09:39:24.368655,20,Xavier,TRUE,1
2023-10-06 09:39:26.960880,20,Xavier,TRUE,1
2023-10-06 09:39:29.523464,21,Xavier,TRUE,1
2023-10-06 09:39:32.080102,17,Xavier,TRUE,1
2023-10-06 09:39:34.539576,20,Xavier,TRUE,1
2023-10-06 09:39:36.995566,0,Xavier,TRUE,1
2023-10-06 09:39:39.558574,18,Xavier,TRUE,1
2023-10-06 09:39:42.217247,16,Xavier,TRUE,1
2023-10-06 09:39:44.778721,20,Xavier,TRUE,1
2023-10-06 09:39:47.339862,15,Xavier,TRUE,1
2023-10-06 09:39:49.899883,25,Xavier,TRUE,1
2023-10-06 09:39:53.476742,20,Xavier,TRUE,1
2023-10-06 09:39:56.149167,17,Xavier,TRUE,1
2023-10-06 09:39:58.807942,30,Xavier,TRUE,1
2023-10-06 09:40:01.368572,18,Xavier,TRUE,1
2023-10-06 09:40:04.030823,23,Xavier,TRUE,1
2023-10-06 09:41:46.945095,20,Xavier,TRUE,1
2023-10-06 09:41:49.402773,25,Xavier,TRUE,1
2023-10-06 09:41:51.860581,0,Xavier,TRUE,1
2023-10-06 09:41:54.216134,0,Xavier,TRUE,1
2023-10-06 09:41:56.674295,18,Xavier,TRUE,1
2023-10-06 09:41:59.234152,16,Xavier,TRUE,1
2023-10-06 09:42:01.794443,38,Xavier,TRUE,1
