timestamp,cpu,device,disable_aci,gpu
2023-10-06 09:26:55.971487,55,Xavier,False,1
2023-10-06 09:26:59.249458,33,Xavier,False,1
2023-10-06 09:27:01.808987,25,Xavier,False,1
2023-10-06 09:27:04.371864,45,Xavier,False,1
2023-10-06 09:27:07.751607,50,Xavier,False,1
2023-10-06 09:27:11.332087,20,Xavier,False,1
2023-10-06 09:27:15.838424,20,Xavier,False,1
2023-10-06 09:27:20.548962,28,Xavier,False,1
2023-10-06 09:27:23.519751,20,Xavier,False,1
2023-10-06 09:27:26.490430,20,Xavier,False,1
2023-10-06 09:27:29.459831,25,Xavier,False,1
2023-10-06 09:27:32.126625,25,Xavier,False,1
2023-10-06 09:27:34.889583,16,Xavier,False,1
2023-10-06 09:27:37.752926,20,Xavier,False,1
2023-10-06 09:27:40.518657,20,Xavier,False,1
2023-10-06 09:27:43.283354,42,Xavier,False,1
2023-10-06 09:27:46.024468,42,Xavier,False,1
2023-10-06 09:27:48.710368,20,Xavier,False,1
2023-10-06 09:27:51.579067,17,Xavier,False,1
2023-10-06 09:27:54.241754,0,Xavier,False,1
2023-10-06 09:27:57.213673,31,Xavier,False,1
2023-10-06 09:28:00.795022,37,Xavier,False,1
2023-10-06 09:28:03.663274,30,Xavier,False,1
2023-10-06 09:28:06.528560,0,Xavier,False,1
2023-10-06 09:28:09.398460,20,Xavier,False,1
2023-10-06 09:28:12.161438,25,Xavier,False,1
2023-10-06 09:28:15.029944,35,Xavier,False,1
2023-10-06 09:28:17.796905,36,Xavier,False,1
2023-10-06 09:28:20.664259,0,Xavier,False,1
2023-10-06 09:28:23.632111,20,Xavier,False,1
2023-10-06 09:28:26.397139,0,Xavier,False,1
2023-10-06 09:28:29.060437,20,Xavier,False,1
2023-10-06 09:28:31.926082,17,Xavier,False,1
2023-10-06 09:28:34.691278,20,Xavier,False,1
2023-10-06 09:28:37.354169,25,Xavier,False,1
2023-10-06 09:28:40.015615,57,Xavier,False,1
2023-10-06 09:28:42.987252,18,Xavier,False,1
2023-10-06 09:28:45.649185,42,Xavier,False,1
2023-10-06 09:28:48.516815,20,Xavier,False,1
2023-10-06 09:28:51.486759,0,Xavier,False,1
2023-10-06 09:28:54.250876,28,Xavier,False,1
2023-10-06 09:28:57.016292,33,Xavier,False,1
2023-10-06 09:28:59.780297,40,Xavier,False,1
2023-10-06 09:29:02.470699,37,Xavier,False,1
2023-10-06 09:29:05.214146,33,Xavier,False,1
2023-10-06 09:29:07.973758,16,Xavier,False,1
2023-10-06 09:29:10.635640,20,Xavier,False,1
2023-10-06 09:29:13.521643,20,Xavier,False,1
2023-10-06 09:29:16.581290,21,Xavier,False,1
2023-10-06 09:29:19.237030,0,Xavier,False,1
2023-10-06 09:29:22.003823,19,Xavier,False,1
2023-10-06 09:29:24.666168,20,Xavier,False,1
2023-10-06 09:29:27.530109,25,Xavier,False,1
2023-10-06 09:29:30.397645,33,Xavier,False,1
2023-10-06 09:29:33.468245,18,Xavier,False,1
2023-10-06 09:29:36.071505,25,Xavier,False,1
2023-10-06 09:29:38.899498,18,Xavier,False,1
2023-10-06 09:29:41.762879,20,Xavier,False,1
2023-10-06 09:29:44.427742,25,Xavier,False,1
2023-10-06 09:29:47.290659,0,Xavier,False,1
2023-10-06 09:29:50.159987,34,Xavier,False,1
2023-10-06 09:29:52.924772,20,Xavier,False,1
2023-10-06 09:29:55.903555,20,Xavier,False,1
2023-10-06 09:29:58.863226,16,Xavier,False,1
2023-10-06 09:30:01.522977,33,Xavier,False,1
2023-10-06 09:30:04.388738,60,Xavier,False,1
2023-10-06 09:30:07.360222,28,Xavier,False,1
2023-10-06 09:30:10.533136,0,Xavier,False,1
2023-10-06 09:30:14.016107,33,Xavier,False,1
2023-10-06 09:30:16.879060,25,Xavier,False,1
2023-10-06 09:30:19.749047,33,Xavier,False,1
2023-10-06 09:30:22.414086,20,Xavier,False,1
2023-10-06 09:30:25.176413,40,Xavier,False,1
2023-10-06 09:30:28.043187,20,Xavier,False,1
2023-10-06 09:30:31.937037,23,Xavier,False,1
2023-10-06 09:30:35.933625,21,Xavier,False,1
2023-10-06 09:30:40.022273,20,Xavier,False,1
2023-10-06 09:30:43.920619,37,Xavier,False,1
2023-10-06 09:30:47.703376,33,Xavier,False,1
2023-10-06 09:30:50.378908,57,Xavier,False,1
2023-10-06 09:30:53.639763,33,Xavier,False,1
2023-10-06 09:30:56.710110,40,Xavier,False,1
2023-10-06 09:30:59.169112,0,Xavier,False,1
