part_delay,utilization,batch_size,distance
62,40.6,12,10.0
77,42.9,12,19.0
49,38.2,12,35.0
60,39.7,12,9.0
73,44.5,12,37.0
56,38.0,12,20.0
62,40.3,12,29.0
62,40.3,12,26.0
62,40.6,12,20.0
62,40.6,12,21.0
62,40.3,12,22.0
61,40.0,12,20.0
49,37.9,12,36.0
56,38.0,12,21.0
54,40.4,12,20.0
68,42.8,12,16.0
60,39.6,12,35.0
59,39.4,12,22.0
64,41.2,12,33.0
68,42.8,12,15.0
43,38.6,12,20.0
52,39.6,12,25.0
63,40.7,12,32.0
69,42.9,12,29.0
49,37.9,12,19.0
63,40.7,12,14.0
49,38.2,12,24.0
53,40.0,12,32.0
57,38.5,12,30.0
62,40.3,12,48.0
60,39.8,12,33.0
62,40.3,12,20.0
58,38.8,12,32.0
81,44.2,12,27.0
62,40.4,12,27.0
62,40.3,12,7.0
67,42.4,12,22.0
63,40.7,12,18.0
69,43.0,12,20.0
63,40.7,12,35.0
58,38.8,12,22.0
62,40.6,12,90.0
60,39.8,12,32.0
56,38.3,12,19.0
49,38.3,12,14.0
56,38.0,12,32.0
69,43.0,12,22.0
68,42.8,12,33.0
65,41.6,12,12.0
67,39.4,12,28.0
62,40.3,12,23.0
60,39.7,12,35.0
64,41.2,12,22.0
62,40.6,12,19.0
60,39.7,12,20.0
58,38.9,12,17.0
60,39.8,12,14.0
62,40.3,12,19.0
69,40.3,12,47.0
63,40.7,12,33.0
68,42.6,12,19.0
61,40.0,12,20.0
67,42.4,12,17.0
60,39.7,12,5.0
65,41.6,12,26.0
76,42.4,12,22.0
70,43.3,12,22.0
50,38.6,12,18.0
71,43.7,12,9.0
69,42.9,12,25.0
49,37.9,12,22.0
63,41.0,12,27.0
64,41.2,12,26.0
65,41.5,12,24.0
70,43.3,12,18.0
62,40.6,12,10.0
62,40.6,12,31.0
63,40.7,12,5.0
48,37.7,12,27.0
64,41.2,12,32.0
58,38.8,12,30.0
102,42.7,12,16.0
57,41.8,12,10.0
62,40.3,12,16.0
62,40.3,12,21.0
56,37.9,12,33.0
62,40.3,12,16.0
65,41.6,12,47.0
54,40.4,12,32.0
58,38.9,12,19.0
70,43.3,12,14.0
61,40.2,12,16.0
56,38.0,12,13.0
67,42.2,12,32.0
60,39.8,12,29.0
63,40.7,12,32.0
56,38.2,12,24.0
69,42.9,12,31.0
62,40.6,12,29.0
74,42.0,12,33.0
65,41.5,12,21.0
56,38.0,12,47.0
60,39.6,12,42.0
68,39.8,12,37.0
71,41.0,12,29.0
62,40.4,12,28.0
70,43.3,12,19.0
58,38.8,12,21.0
60,39.9,12,31.0
62,40.3,12,8.0
70,43.4,12,20.0
75,42.1,12,10.0
62,40.3,12,5.0
62,40.3,12,35.0
61,40.0,12,25.0
75,42.1,12,19.0
56,38.0,12,33.0
64,41.4,12,20.0
66,42.1,12,30.0
62,40.6,12,22.0
69,43.0,12,31.0
54,40.2,12,19.0
54,40.4,12,15.0
62,40.3,12,52.0
60,39.8,12,11.0
59,42.6,12,14.0
66,42.1,12,25.0
69,43.0,12,22.0
61,40.0,12,21.0
62,40.6,12,24.0
85,45.2,12,19.0
55,37.8,12,29.0
66,41.9,12,17.0
52,39.3,12,22.0
67,42.4,12,13.0
75,44.9,12,12.0
60,39.8,12,28.0
62,40.3,12,47.0
64,41.2,12,15.0
70,43.3,12,3.0
68,42.6,12,16.0
70,43.3,12,48.0
69,42.9,12,35.0
63,40.7,12,31.0
62,40.3,12,16.0
57,38.6,12,14.0
315,84.4,12,56.0
69,40.3,12,19.0
53,39.8,12,15.0
67,42.4,12,20.0
56,38.2,12,31.0
66,42.1,12,46.0
66,42.1,12,15.0
67,39.6,12,14.0
61,40.0,12,16.0
61,40.0,12,12.0
74,41.8,12,20.0
62,40.6,12,11.0
54,37.4,12,10.0
57,38.6,12,27.0
66,42.1,12,14.0
48,37.4,12,12.0
64,41.2,12,4.0
60,39.8,12,8.0
62,40.3,12,20.0
62,40.4,12,2.0
51,38.9,12,25.0
69,42.9,12,16.0
64,41.2,12,29.0
71,40.9,12,15.0
57,38.5,12,24.0
57,38.5,12,14.0
59,39.2,12,10.0
66,41.8,12,27.0
72,41.4,12,33.0
52,39.3,12,14.0
64,41.2,12,27.0
60,39.8,12,19.0
58,38.8,12,12.0
67,42.4,12,24.0
62,40.6,12,28.0
57,38.5,12,32.0
56,38.0,12,26.0
63,40.7,12,5.0
62,40.3,12,10.0
62,40.3,12,37.0
60,39.6,12,19.0
58,38.8,12,15.0
65,41.6,12,27.0
70,43.3,12,25.0
62,40.3,12,2.0
69,40.3,12,20.0
52,39.3,12,27.0
65,41.6,12,16.0
67,42.3,12,14.0
64,41.2,12,60.0
53,39.7,12,16.0
60,39.6,12,52.0
53,39.7,12,4.0
69,40.4,12,46.0
53,40.1,12,12.0
53,40.1,12,16.0
65,41.6,12,22.0
60,39.6,12,4.0
60,39.8,12,31.0
77,42.9,12,20.0
53,39.7,12,8.0
62,40.3,12,14.0
65,41.5,12,19.0
76,42.4,12,22.0
69,42.9,12,32.0
72,41.4,12,29.0
71,43.7,12,17.0
49,38.3,12,27.0
65,41.5,12,20.0
74,44.7,12,4.0
75,42.3,12,20.0
62,40.4,12,21.0
61,40.0,12,14.0
65,41.7,12,24.0
48,37.4,12,35.0
63,40.7,12,28.0
52,39.3,12,24.0
66,42.1,12,27.0
65,41.5,12,15.0
63,41.0,12,17.0
70,40.7,12,4.0
60,39.6,12,12.0
65,41.5,12,29.0
54,40.4,12,12.0
53,40.0,12,11.0
67,39.6,12,48.0
62,40.3,12,20.0
63,40.7,12,22.0
51,39.0,12,81.0
63,40.7,12,42.0
57,38.6,12,25.0
60,39.8,12,17.0
71,43.8,12,35.0
67,39.7,12,22.0
64,41.2,12,32.0
65,41.5,12,27.0
62,40.3,12,46.0
60,39.6,12,47.0
67,42.4,12,25.0
56,38.0,12,7.0
63,40.7,12,32.0
65,41.6,12,12.0
53,39.7,12,47.0
62,40.3,12,20.0
69,42.9,12,35.0
63,41.0,12,31.0
51,38.8,12,15.0
58,39.1,12,20.0
58,39.1,12,32.0
60,39.6,12,28.0
69,43.2,12,22.0
48,37.4,12,33.0
61,40.0,12,35.0
59,39.4,12,16.0
77,42.9,12,72.0
70,43.3,12,8.0
63,41.0,12,14.0
69,42.9,12,16.0
63,41.0,12,16.0
73,41.7,12,18.0
55,40.7,12,60.0
62,40.3,12,22.0
69,40.1,12,19.0
58,39.1,12,22.0
62,40.3,12,10.0
72,41.2,12,18.0
52,39.6,12,19.0
65,41.7,12,20.0
62,40.3,12,18.0
62,37.9,12,36.0
69,42.9,12,22.0
66,42.0,12,30.0
64,41.2,12,29.0
62,40.3,12,16.0
64,41.2,12,11.0
63,40.7,12,47.0
69,43.2,12,31.0
53,39.7,12,28.0
53,40.0,12,29.0
61,40.0,12,15.0
69,40.3,12,20.0
68,42.8,12,5.0
60,39.7,12,16.0
62,40.6,12,14.0
57,41.8,12,20.0
52,39.3,12,22.0
71,43.6,12,8.0
63,40.7,12,16.0
71,43.6,12,18.0
62,40.6,12,27.0
60,39.8,12,32.0
61,40.2,12,16.0
70,40.7,12,21.0
62,40.3,12,32.0
58,42.1,12,20.0
60,39.6,12,9.0
64,41.2,12,19.0
62,40.3,12,19.0
58,38.8,12,12.0
63,40.7,12,18.0
57,41.7,12,23.0
49,38.2,12,33.0
67,42.4,12,5.0
67,42.4,12,31.0
68,40.0,12,33.0
69,40.3,12,26.0
61,40.2,12,35.0
56,37.9,12,32.0
70,43.3,12,28.0
62,40.3,12,17.0
47,40.6,12,42.0
78,43.3,12,29.0
56,38.3,12,90.0
62,40.6,12,22.0
60,39.6,12,16.0
58,39.1,12,15.0
67,39.7,12,20.0
62,40.3,12,12.0
63,40.7,12,16.0
67,42.3,12,4.0
63,40.7,12,20.0
65,41.6,12,22.0
48,37.7,12,32.0
70,40.7,12,72.0
60,39.6,12,26.0
62,40.3,12,32.0
62,40.3,12,20.0
63,40.7,12,16.0
49,37.9,12,19.0
52,39.3,12,15.0
64,41.2,12,16.0
52,39.3,12,33.0
48,37.4,12,18.0
45,39.6,12,9.0
63,40.7,12,35.0
61,40.2,12,20.0
62,40.3,12,33.0
62,40.4,12,37.0
72,44.0,12,20.0
80,43.7,12,35.0
68,42.6,12,36.0
64,41.2,12,26.0
64,41.2,12,15.0
65,41.5,12,6.0
57,38.5,12,14.0
62,40.3,12,22.0
63,41.0,12,32.0
53,40.0,12,5.0
69,42.9,12,11.0
63,41.0,12,19.0
62,40.3,12,32.0
60,39.6,12,3.0
63,40.7,12,35.0
52,39.6,12,17.0
71,43.7,12,28.0
60,39.8,12,22.0
71,43.6,12,18.0
61,40.0,12,8.0
191,60.8,12,20.0
62,40.3,12,19.0
63,41.0,12,15.0
68,42.6,12,28.0
53,39.7,12,19.0
55,37.5,12,33.0
69,40.3,12,20.0
54,40.3,12,31.0
62,40.6,12,28.0
58,38.8,12,47.0
69,40.3,12,81.0
70,43.5,12,15.0
59,39.3,12,22.0
63,40.7,12,2.0
69,43.2,12,12.0
46,40.4,12,18.0
62,40.3,12,20.0
74,42.0,12,5.0
62,40.3,12,35.0
60,39.7,12,13.0
56,38.0,12,52.0
63,40.7,12,14.0
70,43.3,12,27.0
69,43.2,12,33.0
60,43.0,12,12.0
72,41.4,12,32.0
62,40.4,12,29.0
56,38.0,12,30.0
67,42.4,12,9.0
60,39.8,12,32.0
48,37.6,12,9.0
65,41.5,12,27.0
70,40.6,12,24.0
72,43.9,12,15.0
62,40.3,12,18.0
62,40.3,12,19.0
63,40.7,12,28.0
69,43.0,12,12.0
44,39.3,12,22.0
64,41.3,12,48.0
69,40.4,12,13.0
62,40.6,12,4.0
46,40.3,12,16.0
62,40.3,12,32.0
56,38.0,12,9.0
64,41.2,12,37.0
70,40.7,12,25.0
61,40.2,12,22.0
56,38.0,12,16.0
48,37.4,12,15.0
62,40.3,12,33.0
63,40.7,12,32.0
70,43.3,12,32.0
58,39.1,12,31.0
62,40.3,12,10.0
64,41.2,12,19.0
62,40.3,12,31.0
73,44.5,12,20.0
62,40.3,12,7.0
57,41.8,12,42.0
65,41.7,12,27.0
62,40.3,12,22.0
53,40.0,12,21.0
61,40.0,12,35.0
66,42.0,12,21.0
68,42.6,12,25.0
62,40.3,12,12.0
353,84.3,12,56.0
49,38.0,12,23.0
53,39.7,12,14.0
61,40.0,12,26.0
64,41.2,12,26.0
52,39.6,12,35.0
53,40.0,12,21.0
373,86.0,12,56.0
63,40.7,12,14.0
63,40.7,12,23.0
62,40.3,12,26.0
65,41.6,12,21.0
70,43.3,12,5.0
60,39.6,12,29.0
69,42.9,12,30.0
63,40.7,12,22.0
49,37.9,12,24.0
62,40.3,12,12.0
56,38.0,12,14.0
75,42.1,12,18.0
49,38.3,12,60.0
63,41.0,12,27.0
63,40.7,12,29.0
62,40.3,12,22.0
60,39.8,12,27.0
64,41.2,12,19.0
69,42.9,12,20.0
65,41.5,12,16.0
63,41.0,12,15.0
77,43.0,12,20.0
61,40.0,12,15.0
60,39.6,12,23.0
53,39.8,12,21.0
65,41.5,12,8.0
66,42.1,12,20.0
46,40.0,12,27.0
56,38.0,12,12.0
73,44.5,12,24.0
67,42.3,12,28.0
62,40.3,12,20.0
65,41.6,12,7.0
63,41.0,12,14.0
62,40.4,12,33.0
60,39.7,12,20.0
62,40.6,12,15.0
72,44.1,12,14.0
63,40.7,12,24.0
69,42.9,12,30.0
63,40.7,12,29.0
62,40.3,12,15.0
62,40.3,12,16.0
63,41.0,12,29.0
68,39.8,12,20.0
65,41.5,12,24.0
53,40.0,12,31.0
72,44.1,12,21.0
62,40.3,12,20.0
62,40.3,12,14.0
62,40.3,12,35.0
69,43.0,12,30.0
74,41.8,12,22.0
60,39.6,12,26.0
105,53.4,12,14.0
63,40.7,12,37.0
63,40.7,12,20.0
69,43.0,12,24.0
60,39.7,12,31.0
63,40.7,12,32.0
61,40.2,12,19.0
50,38.5,12,14.0
69,42.9,12,20.0
60,39.6,12,24.0
72,41.4,12,6.0
62,40.3,12,20.0
61,40.0,12,31.0
57,38.5,12,31.0
60,39.8,12,28.0
71,43.6,12,37.0
69,40.3,12,24.0
63,40.9,12,14.0
72,44.0,12,7.0
65,41.7,12,18.0
64,41.3,12,42.0
48,37.4,12,12.0
62,40.3,12,20.0
71,43.7,12,16.0
63,40.7,12,20.0
62,40.6,12,22.0
62,40.6,12,26.0
62,40.4,12,29.0
63,40.7,12,14.0
61,40.1,12,22.0
60,39.8,12,18.0
63,40.7,12,5.0
56,38.3,12,35.0
63,41.0,12,16.0
69,42.9,12,8.0
60,39.8,12,27.0
70,43.3,12,24.0
63,40.7,12,15.0
60,39.7,12,18.0
74,41.8,12,46.0
63,40.7,12,17.0
49,38.0,12,19.0
63,41.0,12,25.0
60,39.6,12,29.0
62,40.4,12,28.0
49,38.3,12,28.0
62,40.3,12,35.0
69,42.9,12,31.0
63,40.7,12,5.0
62,40.6,12,23.0
62,40.6,12,24.0
55,40.7,12,16.0
62,40.3,12,35.0
64,41.2,12,29.0
61,40.0,12,21.0
70,43.3,12,48.0
65,41.6,12,24.0
61,40.0,12,26.0
60,39.8,12,26.0
61,40.0,12,20.0
62,40.6,12,32.0
65,41.6,12,18.0
60,39.7,12,26.0
61,40.0,12,14.0
65,41.7,12,90.0
70,40.7,12,27.0
70,40.7,12,72.0
59,39.2,12,31.0
61,40.0,12,28.0
63,41.0,12,13.0
67,39.4,12,12.0
62,40.4,12,26.0
67,39.6,12,15.0
42,38.3,12,22.0
71,41.0,12,5.0
71,41.0,12,36.0
62,40.3,12,9.0
63,40.7,12,21.0
59,42.3,12,32.0
56,38.2,12,60.0
69,43.2,12,31.0
53,39.7,12,32.0
70,43.3,12,20.0
54,37.4,12,47.0
71,43.6,12,19.0
63,41.0,12,35.0
64,41.2,12,2.0
71,43.6,12,29.0
69,43.0,12,32.0
58,38.8,12,31.0
64,41.2,12,60.0
68,42.6,12,22.0
63,41.0,12,14.0
52,39.3,12,29.0
66,42.1,12,15.0
68,42.8,12,33.0
56,38.0,12,29.0
66,42.0,12,8.0
62,40.6,12,8.0
62,40.3,12,33.0
70,43.3,12,27.0
63,40.7,12,12.0
63,40.7,12,20.0
63,40.7,12,27.0
62,40.3,12,81.0
53,39.7,12,17.0
311,80.4,12,56.0
70,43.3,12,32.0
53,40.1,12,30.0
46,40.0,12,26.0
64,41.2,12,35.0
61,40.0,12,29.0
64,41.2,12,27.0
69,42.9,12,81.0
57,41.8,12,37.0
63,40.7,12,48.0
65,41.5,12,36.0
63,40.7,12,20.0
62,40.3,12,22.0
70,43.3,12,19.0
56,38.0,12,28.0
63,40.7,12,3.0
62,40.3,12,29.0
60,39.8,12,12.0
64,41.4,12,7.0
61,40.0,12,20.0
53,40.0,12,21.0
55,37.5,12,32.0
62,40.6,12,31.0
65,41.6,12,12.0
66,41.9,12,24.0
56,41.4,12,14.0
62,40.4,12,52.0
66,42.1,12,9.0
63,40.7,12,17.0
64,41.2,12,14.0
69,42.9,12,15.0
60,39.6,12,30.0
64,41.3,12,8.0
70,43.3,12,15.0
71,43.7,12,13.0
65,41.5,12,16.0
62,40.3,12,18.0
50,38.6,12,22.0
68,42.6,12,15.0
69,42.9,12,15.0
63,40.7,12,72.0
62,40.6,12,90.0
69,42.9,12,48.0
62,40.3,12,24.0
76,42.6,12,46.0
62,40.3,12,32.0
67,42.3,12,11.0
62,40.3,12,22.0
115,42.0,12,15.0
63,40.7,12,32.0
70,43.3,12,32.0
61,40.0,12,15.0
72,44.2,12,11.0
55,40.7,12,25.0
49,38.3,12,31.0
61,40.0,12,33.0
62,40.6,12,81.0
67,42.3,12,33.0
61,40.2,12,23.0
62,40.3,12,25.0
63,40.7,12,15.0
68,42.6,12,37.0
69,42.9,12,13.0
62,40.3,12,19.0
62,40.6,12,19.0
71,43.7,12,18.0
63,40.7,12,26.0
54,40.2,12,10.0
68,42.6,12,14.0
63,40.7,12,20.0
62,40.3,12,22.0
67,42.4,12,19.0
63,40.7,12,60.0
69,40.3,12,52.0
68,42.8,12,14.0
58,38.8,12,17.0
62,40.4,12,24.0
61,40.0,12,27.0
65,41.5,12,16.0
59,39.3,12,15.0
62,40.3,12,12.0
62,40.4,12,28.0
69,43.2,12,2.0
67,39.6,12,20.0
62,40.6,12,22.0
66,42.1,12,27.0
70,43.3,12,20.0
62,40.3,12,17.0
60,39.7,12,18.0
69,42.9,12,22.0
61,40.0,12,22.0
70,43.3,12,16.0
60,39.7,12,19.0
67,39.4,12,21.0
68,40.0,12,52.0
56,38.3,12,27.0
62,40.3,12,14.0
62,40.3,12,90.0
62,40.3,12,13.0
66,41.9,12,16.0
69,40.3,12,25.0
56,38.3,12,2.0
62,40.4,12,17.0
69,42.9,12,22.0
63,40.7,12,26.0
63,40.7,12,13.0
69,40.3,12,30.0
61,40.0,12,18.0
63,40.7,12,20.0
68,40.0,12,10.0
50,38.5,12,14.0
60,39.8,12,14.0
69,42.9,12,29.0
56,38.2,12,22.0
84,44.9,12,33.0
70,43.3,12,81.0
62,40.4,12,30.0
56,38.0,12,31.0
62,40.6,12,47.0
47,37.1,12,35.0
77,42.9,12,32.0
62,40.3,12,32.0
56,38.3,12,10.0
357,84.6,12,56.0
56,37.9,12,22.0
61,40.0,12,16.0
69,42.9,12,11.0
55,40.6,12,10.0
53,40.0,12,35.0
64,41.2,12,25.0
63,40.7,12,33.0
63,41.0,12,15.0
63,41.0,12,47.0
62,40.6,12,14.0
69,40.3,12,26.0
62,40.3,12,46.0
60,39.7,12,22.0
69,42.9,12,11.0
49,38.3,12,36.0
62,40.3,12,20.0
78,43.3,12,5.0
60,39.7,12,26.0
62,40.6,12,16.0
56,38.0,12,35.0
52,39.3,12,17.0
72,41.4,12,13.0
69,42.9,12,81.0
68,40.0,12,20.0
62,40.3,12,26.0
60,39.8,12,7.0
63,40.7,12,32.0
74,41.9,12,19.0
69,43.2,12,20.0
56,38.2,12,72.0
62,40.3,12,30.0
66,42.1,12,26.0
78,45.9,12,16.0
62,40.3,12,26.0
62,40.3,12,19.0
68,42.8,12,20.0
376,83.0,12,56.0
63,40.7,12,19.0
56,38.0,12,9.0
53,39.7,12,7.0
69,42.9,12,16.0
74,41.8,12,16.0
62,40.3,12,22.0
69,40.3,12,37.0
62,40.3,12,14.0
52,39.3,12,26.0
72,41.2,12,31.0
65,41.5,12,2.0
63,40.7,12,22.0
64,41.2,12,35.0
62,40.3,12,14.0
52,39.3,12,22.0
78,43.3,12,19.0
63,41.0,12,9.0
73,44.3,12,17.0
48,37.4,12,35.0
49,37.9,12,29.0
63,41.0,12,12.0
69,43.2,12,21.0
69,43.0,12,10.0
63,40.7,12,42.0
73,44.5,12,32.0
63,41.0,12,19.0
54,40.3,12,21.0
70,43.3,12,14.0
67,42.3,12,17.0
63,40.7,12,11.0
59,39.2,12,9.0
62,40.3,12,22.0
63,40.7,12,32.0
66,42.1,12,22.0
62,40.3,12,17.0
56,41.0,12,21.0
71,40.9,12,16.0
53,40.1,12,16.0
69,43.0,12,31.0
73,44.4,12,90.0
72,41.4,12,25.0
63,41.0,12,72.0
62,40.6,12,72.0
62,40.6,12,3.0
65,41.5,12,15.0
56,38.2,12,20.0
71,43.7,12,90.0
62,40.3,12,31.0
62,40.3,12,20.0
72,44.0,12,27.0
62,40.6,12,33.0
64,41.2,12,46.0
62,40.5,12,27.0
80,43.8,12,15.0
74,41.8,12,24.0
72,41.4,12,27.0
69,42.9,12,28.0
61,40.0,12,24.0
62,40.3,12,35.0
49,38.0,12,20.0
66,42.0,12,3.0
62,40.4,12,13.0
49,37.9,12,12.0
70,40.7,12,17.0
69,42.9,12,14.0
70,40.7,12,36.0
81,44.2,12,12.0
61,40.0,12,22.0
60,42.9,12,32.0
59,39.3,12,8.0
57,38.5,12,6.0
65,41.5,12,22.0
58,38.8,12,17.0
69,42.9,12,17.0
62,40.3,12,29.0
62,40.3,12,18.0
60,39.6,12,22.0
78,43.3,12,18.0
62,40.6,12,21.0
62,40.3,12,22.0
52,39.3,12,9.0
65,41.5,12,30.0
70,40.6,12,12.0
52,39.6,12,22.0
63,41.0,12,31.0
49,38.3,12,35.0
53,39.7,12,3.0
63,40.7,12,14.0
69,40.3,12,22.0
74,42.0,12,32.0
48,37.4,12,20.0
63,41.0,12,8.0
69,42.9,12,5.0
63,40.7,12,5.0
59,39.3,12,29.0
53,39.7,12,32.0
63,41.0,12,20.0
69,42.9,12,2.0
61,40.0,12,33.0
63,40.7,12,32.0
62,40.3,12,17.0
76,45.3,12,10.0
63,40.7,12,11.0
75,45.2,12,15.0
61,40.0,12,6.0
62,40.3,12,36.0
61,40.2,12,13.0
65,41.5,12,15.0
59,39.3,12,33.0
64,41.2,12,21.0
51,38.8,12,16.0
60,39.6,12,29.0
65,41.5,12,31.0
69,43.1,12,20.0
57,38.5,12,72.0
69,43.0,12,32.0
51,39.1,12,72.0
60,39.8,12,29.0
68,42.7,12,22.0
52,39.3,12,35.0
46,40.0,12,19.0
62,40.3,12,11.0
60,39.7,12,10.0
64,41.2,12,20.0
61,40.2,12,14.0
71,43.7,12,18.0
61,40.0,12,31.0
67,42.4,12,17.0
58,39.1,12,24.0
63,40.7,12,14.0
62,40.6,12,11.0
60,39.7,12,21.0
64,41.2,12,19.0
61,40.0,12,16.0
60,39.8,12,15.0
70,40.7,12,24.0
71,40.9,12,7.0
62,40.6,12,12.0
50,38.6,12,47.0
69,42.9,12,3.0
63,41.0,12,81.0
69,42.9,12,9.0
63,41.0,12,14.0
62,40.6,12,20.0
76,42.4,12,29.0
59,39.2,12,26.0
72,41.2,12,21.0
68,42.6,12,16.0
67,39.7,12,14.0
69,40.3,12,27.0
62,40.3,12,8.0
69,43.2,12,19.0
46,40.4,12,14.0
60,39.8,12,22.0
63,41.0,12,6.0
275,84.3,12,56.0
70,43.3,12,22.0
65,41.5,12,52.0
53,39.7,12,2.0
42,37.9,12,14.0
56,38.0,12,8.0
69,40.3,12,29.0
62,40.3,12,14.0
65,41.6,12,27.0
53,39.7,12,19.0
60,39.6,12,22.0
68,42.6,12,22.0
49,37.9,12,52.0
62,40.6,12,18.0
52,39.6,12,12.0
70,43.3,12,20.0
67,42.3,12,29.0
64,41.4,12,4.0
61,40.0,12,30.0
69,42.9,12,22.0
69,42.9,12,33.0
60,39.8,12,3.0
56,37.9,12,20.0
46,40.0,12,18.0
61,40.0,12,14.0
74,42.0,12,16.0
69,42.9,12,14.0
70,43.3,12,15.0
62,40.6,12,12.0
42,37.9,12,20.0
45,39.7,12,31.0
59,39.3,12,12.0
53,39.7,12,90.0
71,43.7,12,35.0
63,40.7,12,16.0
71,43.6,12,9.0
52,39.6,12,11.0
60,39.6,12,19.0
63,41.0,12,15.0
69,42.9,12,28.0
60,39.6,12,81.0
68,42.6,12,19.0
75,42.3,12,3.0
61,40.0,12,20.0
60,39.8,12,29.0
61,40.0,12,20.0
69,42.9,12,25.0
60,39.7,12,47.0
69,42.9,12,31.0
54,40.3,12,28.0
61,40.0,12,22.0
69,42.9,12,32.0
66,39.3,12,16.0
51,39.1,12,46.0
70,43.3,12,16.0
61,40.0,12,28.0
58,39.1,12,15.0
69,43.0,12,14.0
60,39.8,12,35.0
64,41.2,12,20.0
51,38.8,12,12.0
61,40.0,12,24.0
65,41.6,12,20.0
46,40.0,12,13.0
62,40.3,12,52.0
60,39.8,12,14.0
71,41.0,12,21.0
60,39.8,12,30.0
53,39.7,12,20.0
68,42.6,12,17.0
63,40.7,12,5.0
62,40.3,12,21.0
57,38.5,12,12.0
67,39.7,12,30.0
55,40.7,12,14.0
58,39.1,12,22.0
62,40.6,12,31.0
63,41.0,12,18.0
63,40.7,12,15.0
62,40.3,12,16.0
62,40.6,12,29.0
62,40.3,12,23.0
64,41.2,12,8.0
53,39.7,12,29.0
62,40.6,12,14.0
61,40.0,12,32.0
53,39.7,12,16.0
69,42.9,12,25.0
56,38.3,12,22.0
63,40.7,12,32.0
69,40.3,12,17.0
69,42.9,12,15.0
64,41.2,12,20.0
69,42.9,12,32.0
62,40.6,12,35.0
67,42.3,12,8.0
67,42.4,12,11.0
62,40.3,12,36.0
48,37.4,12,27.0
62,40.3,12,19.0
62,40.4,12,31.0
62,40.3,12,19.0
66,41.9,12,12.0
66,42.0,12,22.0
69,42.9,12,19.0
64,41.2,12,27.0
55,40.6,12,8.0
72,44.0,12,26.0
55,40.7,12,20.0
63,40.7,12,31.0
62,40.6,12,22.0
66,42.1,12,42.0
60,39.6,12,35.0
49,37.9,12,31.0
67,39.6,12,16.0
55,40.7,12,5.0
69,42.9,12,26.0
62,40.3,12,22.0
62,40.3,12,42.0
62,40.3,12,19.0
74,44.7,12,28.0
58,38.8,12,22.0
62,40.3,12,19.0
48,37.7,12,10.0
60,39.8,12,46.0
71,41.0,12,52.0
61,40.0,12,90.0
69,42.9,12,19.0
53,39.7,12,14.0
60,39.8,12,12.0
70,43.5,12,9.0
60,39.7,12,20.0
61,40.0,12,27.0
62,40.6,12,13.0
70,43.4,12,15.0
60,39.7,12,32.0
67,42.3,12,9.0
72,44.1,12,17.0
85,51.6,12,14.0
62,40.3,12,46.0
62,40.3,12,15.0
54,37.4,12,47.0
314,84.3,12,56.0
62,40.4,12,22.0
61,40.0,12,20.0
61,40.0,12,27.0
59,39.2,12,24.0
60,39.6,12,4.0
62,40.3,12,32.0
56,38.1,12,6.0
61,40.0,12,48.0
56,38.2,12,32.0
62,40.3,12,11.0
60,39.6,12,16.0
72,41.2,12,15.0
51,39.1,12,22.0
49,37.9,12,47.0
62,40.3,12,28.0
71,43.6,12,5.0
49,38.3,12,11.0
101,42.6,12,25.0
60,39.6,12,22.0
63,40.7,12,60.0
66,41.9,12,18.0
62,40.6,12,30.0
63,40.7,12,17.0
62,40.3,12,60.0
60,39.6,12,27.0
62,40.3,12,12.0
64,41.2,12,15.0
66,42.1,12,60.0
62,40.6,12,16.0
68,39.8,12,30.0
60,39.6,12,26.0
60,39.6,12,28.0
57,38.5,12,3.0
62,40.6,12,16.0
53,40.0,12,32.0
62,40.3,12,2.0
63,41.0,12,42.0
66,41.9,12,10.0
52,39.3,12,6.0
49,37.9,12,72.0
65,41.5,12,28.0
62,40.6,12,20.0
67,42.4,12,23.0
66,39.3,12,20.0
56,38.3,12,28.0
65,41.5,12,14.0
65,41.6,12,16.0
48,37.6,12,90.0
60,39.6,12,47.0
62,40.4,12,60.0
79,43.6,12,5.0
66,42.1,12,27.0
75,42.1,12,19.0
62,40.3,12,13.0
69,42.9,12,20.0
56,41.4,12,25.0
62,40.3,12,28.0
58,38.8,12,16.0
65,41.7,12,47.0
65,41.5,12,10.0
78,43.3,12,21.0
69,42.9,12,47.0
54,40.3,12,12.0
48,37.4,12,32.0
65,41.5,12,21.0
62,40.3,12,14.0
74,42.0,12,35.0
68,42.8,12,6.0
62,40.3,12,11.0
82,44.5,12,20.0
60,39.7,12,16.0
61,40.0,12,19.0
65,41.7,12,6.0
62,40.3,12,36.0
62,40.6,12,5.0
65,41.5,12,17.0
57,38.5,12,20.0
49,38.2,12,16.0
66,42.0,12,20.0
69,42.9,12,32.0
49,38.3,12,35.0
80,43.7,12,29.0
67,39.7,12,13.0
63,40.7,12,15.0
63,40.9,12,81.0
56,38.3,12,12.0
62,40.4,12,20.0
55,37.8,12,33.0
61,40.0,12,19.0
62,40.3,12,19.0
61,40.0,12,31.0
69,42.9,12,15.0
71,40.9,12,9.0
60,39.6,12,33.0
61,40.0,12,22.0
67,39.7,12,19.0
62,40.4,12,27.0
51,38.9,12,8.0
61,40.0,12,17.0
48,37.6,12,20.0
64,41.2,12,29.0
62,40.3,12,24.0
62,40.3,12,17.0
62,40.3,12,16.0
49,37.9,12,27.0
69,42.9,12,13.0
78,43.3,12,23.0
