part_delay,utilization,batch_size,distance
105,50.5,15,16.0
113,52.3,15,13.0
111,51.8,15,16.0
525,60.2,15,26.0
115,52.8,15,15.0
111,51.8,15,28.0
109,51.4,15,15.0
111,51.8,15,24.0
105,50.5,15,13.0
103,50.0,15,16.0
117,53.2,15,33.0
105,50.5,15,12.0
103,50.0,15,25.0
113,52.3,15,2.0
111,51.8,15,18.0
99,49.0,15,4.0
109,51.5,15,14.0
113,52.3,15,16.0
163,56.6,15,10.0
97,48.5,15,14.0
109,51.4,15,9.0
124,54.8,15,9.0
109,51.5,15,11.0
109,51.4,15,24.0
113,52.3,15,19.0
107,51.0,15,15.0
117,50.5,15,15.0
117,53.3,15,14.0
105,50.5,15,23.0
105,50.5,15,18.0
107,50.9,15,29.0
109,51.5,15,25.0
199,53.8,15,16.0
132,56.3,15,25.0
105,50.5,15,13.0
147,53.9,15,10.0
113,52.3,15,21.0
105,50.5,15,19.0
440,55.6,15,55.0
115,52.7,15,13.0
107,50.9,15,19.0
111,51.9,15,21.0
111,51.8,15,23.0
111,51.8,15,37.0
111,51.9,15,15.0
115,52.7,15,55.0
105,50.5,15,20.0
97,48.5,15,24.0
107,50.9,15,14.0
107,50.9,15,21.0
97,48.5,15,20.0
111,51.8,15,21.0
109,51.4,15,37.0
95,48.0,15,21.0
109,51.4,15,30.0
117,53.2,15,19.0
111,51.8,15,13.0
282,55.4,15,25.0
111,51.9,15,12.0
105,50.5,15,15.0
109,51.4,15,22.0
111,51.9,15,20.0
113,52.3,15,58.0
105,50.5,15,11.0
121,54.1,15,27.0
111,51.8,15,7.0
107,50.9,15,19.0
141,55.4,15,15.0
120,53.9,15,29.0
111,51.8,15,17.0
115,52.9,15,17.0
105,50.5,15,13.0
125,54.9,15,12.0
107,50.9,15,14.0
113,52.3,15,21.0
105,50.5,15,21.0
111,51.8,15,16.0
365,54.3,15,19.0
109,51.4,15,14.0
111,51.8,15,20.0
115,52.8,15,16.0
101,49.5,15,58.0
112,52.2,15,11.0
103,50.0,15,18.0
113,52.3,15,32.0
105,50.5,15,12.0
111,51.8,15,19.0
190,56.3,15,19.0
107,50.9,15,22.0
527,61.2,15,19.0
116,53.1,15,13.0
517,60.7,15,14.0
111,51.8,15,27.0
101,49.5,15,5.0
94,47.6,15,6.0
116,53.1,15,21.0
117,53.2,15,16.0
97,48.5,15,33.0
111,51.8,15,30.0
119,53.6,15,26.0
111,51.8,15,20.0
113,52.3,15,13.0
107,50.9,15,21.0
140,55.2,15,14.0
115,52.8,15,19.0
111,51.8,15,13.0
109,51.4,15,33.0
109,51.4,15,15.0
97,48.5,15,17.0
101,49.5,15,19.0
103,50.0,15,26.0
107,50.9,15,19.0
111,52.0,15,13.0
186,50.4,15,14.0
105,50.5,15,32.0
111,51.8,15,26.0
111,51.9,15,18.0
105,50.5,15,15.0
109,51.4,15,11.0
115,52.8,15,3.0
111,51.8,15,33.0
111,51.8,15,23.0
187,52.2,15,11.0
134,54.1,15,22.0
241,54.0,15,4.0
103,50.0,15,45.0
585,84.1,15,56.0
178,50.9,15,15.0
125,55.0,15,12.0
105,50.5,15,18.0
117,53.3,15,4.0
105,50.5,15,5.0
105,50.5,15,3.0
121,54.2,15,23.0
97,48.5,15,19.0
105,50.5,15,8.0
117,53.2,15,23.0
113,52.3,15,6.0
100,52.3,15,27.0
113,52.3,15,16.0
109,51.4,15,13.0
95,48.0,15,19.0
101,49.5,15,8.0
111,51.8,15,15.0
95,48.0,15,11.0
113,52.3,15,19.0
105,50.5,15,21.0
259,54.5,15,13.0
123,54.6,15,10.0
105,50.5,15,20.0
160,50.0,15,13.0
123,54.5,15,16.0
105,50.5,15,5.0
109,51.4,15,21.0
115,52.7,15,18.0
107,50.9,15,55.0
105,50.5,15,6.0
109,51.4,15,18.0
109,51.4,15,20.0
113,52.3,15,21.0
109,51.4,15,24.0
97,48.5,15,26.0
111,51.9,15,19.0
115,52.8,15,32.0
113,52.3,15,13.0
95,48.0,15,12.0
109,51.4,15,35.0
105,50.5,15,27.0
111,51.8,15,13.0
113,52.3,15,15.0
103,50.0,15,13.0
113,52.3,15,14.0
115,52.8,15,16.0
111,51.8,15,13.0
95,48.0,15,24.0
113,52.3,15,24.0
105,50.5,15,11.0
107,50.9,15,16.0
109,51.4,15,8.0
107,50.9,15,56.0
105,50.5,15,13.0
103,50.0,15,15.0
103,50.0,15,30.0
115,52.8,15,5.0
117,53.3,15,15.0
107,50.9,15,21.0
113,52.3,15,20.0
109,51.4,15,15.0
123,54.5,15,25.0
111,51.8,15,14.0
115,52.8,15,16.0
109,51.4,15,13.0
132,56.4,15,21.0
113,52.3,15,4.0
95,48.0,15,11.0
111,51.8,15,14.0
95,48.0,15,16.0
146,53.8,15,10.0
112,52.1,15,15.0
216,51.2,15,8.0
111,51.9,15,19.0
107,50.9,15,16.0
111,51.8,15,21.0
115,52.8,15,23.0
105,50.5,15,2.0
117,53.2,15,23.0
105,50.5,15,21.0
115,52.7,15,26.0
113,52.3,15,12.0
113,52.3,15,15.0
111,51.8,15,18.0
109,51.4,15,33.0
99,49.0,15,23.0
192,51.3,15,14.0
97,48.5,15,14.0
111,51.8,15,21.0
116,53.1,15,18.0
113,52.3,15,22.0
141,55.4,15,46.0
107,50.9,15,22.0
115,52.8,15,5.0
123,54.5,15,20.0
95,48.0,15,24.0
115,52.7,15,19.0
108,51.1,15,3.0
117,53.2,15,20.0
117,53.2,15,4.0
111,51.8,15,11.0
115,52.7,15,12.0
109,51.4,15,19.0
111,51.8,15,15.0
115,52.7,15,24.0
121,54.1,15,8.0
111,51.8,15,20.0
101,49.5,15,15.0
111,51.9,15,12.0
129,55.7,15,11.0
105,50.5,15,15.0
115,52.8,15,13.0
113,52.3,15,46.0
111,51.8,15,19.0
130,50.9,15,8.0
109,51.4,15,22.0
97,48.5,15,24.0
119,53.7,15,23.0
115,52.8,15,26.0
99,49.0,15,15.0
111,51.8,15,31.0
105,50.5,15,21.0
107,50.9,15,27.0
99,49.0,15,13.0
97,48.5,15,33.0
117,53.2,15,23.0
105,50.5,15,20.0
107,50.9,15,16.0
107,50.9,15,23.0
116,53.1,15,11.0
101,49.5,15,35.0
216,55.9,15,2.0
122,54.4,15,11.0
109,51.4,15,20.0
433,84.4,15,56.0
111,51.8,15,24.0
109,51.4,15,21.0
107,50.9,15,13.0
109,51.4,15,13.0
109,51.4,15,8.0
117,53.2,15,11.0
109,51.4,15,35.0
121,54.1,15,23.0
118,53.5,15,23.0
105,50.5,15,23.0
97,48.5,15,11.0
111,51.8,15,22.0
394,53.6,15,24.0
95,48.0,15,20.0
113,52.4,15,20.0
105,50.5,15,20.0
115,52.7,15,4.0
115,52.7,15,31.0
113,52.3,15,21.0
121,54.2,15,22.0
107,51.0,15,16.0
111,51.8,15,21.0
121,54.0,15,14.0
103,50.0,15,21.0
152,57.3,15,10.0
97,48.5,15,11.0
119,53.6,15,22.0
107,50.9,15,16.0
95,48.0,15,20.0
105,50.5,15,18.0
99,49.0,15,46.0
128,52.8,15,20.0
105,50.5,15,4.0
111,51.9,15,15.0
178,50.9,15,5.0
103,50.0,15,14.0
107,50.9,15,33.0
111,51.8,15,16.0
105,50.5,15,8.0
113,52.3,15,23.0
97,48.5,15,20.0
111,51.8,15,14.0
109,51.4,15,13.0
111,51.8,15,18.0
107,50.9,15,55.0
107,50.9,15,24.0
103,50.0,15,13.0
107,50.9,15,24.0
121,54.1,15,37.0
101,49.5,15,18.0
110,51.6,15,58.0
105,50.5,15,33.0
111,51.9,15,16.0
95,48.0,15,21.0
107,50.9,15,13.0
117,53.2,15,37.0
109,51.5,15,12.0
97,48.5,15,13.0
105,50.5,15,31.0
124,54.8,15,17.0
111,51.8,15,24.0
174,50.4,15,11.0
111,51.8,15,16.0
111,51.8,15,11.0
118,53.4,15,20.0
115,52.9,15,55.0
109,51.4,15,16.0
111,51.8,15,45.0
115,52.8,15,31.0
111,51.9,15,19.0
111,51.8,15,21.0
148,56.6,15,21.0
240,69.8,15,13.0
159,58.5,15,25.0
95,48.0,15,18.0
284,52.0,15,20.0
115,52.7,15,15.0
95,48.0,15,19.0
115,52.7,15,20.0
125,55.0,15,2.0
105,50.5,15,15.0
118,53.5,15,14.0
115,52.8,15,29.0
111,51.8,15,29.0
117,53.2,15,8.0
99,51.9,15,27.0
135,57.0,15,11.0
105,50.5,15,22.0
115,52.7,15,16.0
111,51.8,15,24.0
113,52.3,15,20.0
107,50.9,15,11.0
619,63.8,15,13.0
107,51.0,15,26.0
113,52.3,15,15.0
105,50.5,15,20.0
117,53.2,15,3.0
111,51.9,15,13.0
116,53.1,15,15.0
111,51.8,15,29.0
113,52.3,15,20.0
125,52.3,15,4.0
111,51.8,15,55.0
111,51.8,15,21.0
144,55.8,15,37.0
113,52.3,15,13.0
123,54.5,15,27.0
87,45.8,15,26.0
117,53.2,15,27.0
109,51.4,15,31.0
117,53.2,15,17.0
105,50.5,15,17.0
105,50.5,15,14.0
113,52.3,15,23.0
105,50.5,15,23.0
115,52.7,15,13.0
105,50.5,15,12.0
113,52.3,15,11.0
95,48.0,15,15.0
95,48.0,15,20.0
114,52.5,15,23.0
105,50.5,15,16.0
139,55.0,15,8.0
109,51.5,15,8.0
97,48.5,15,21.0
113,52.3,15,24.0
127,55.4,15,4.0
103,50.0,15,12.0
117,53.3,15,26.0
107,50.9,15,15.0
107,50.9,15,16.0
109,51.4,15,23.0
116,53.1,15,22.0
123,54.5,15,22.0
171,50.0,15,15.0
109,51.4,15,6.0
95,50.9,15,27.0
113,52.3,15,46.0
518,84.8,15,56.0
289,56.0,15,16.0
105,50.5,15,21.0
113,52.3,15,25.0
126,55.1,15,10.0
109,51.4,15,14.0
115,52.8,15,9.0
475,84.6,15,56.0
109,51.4,15,20.0
109,51.4,15,11.0
107,50.9,15,22.0
260,56.0,15,29.0
115,52.8,15,26.0
111,51.9,15,15.0
125,55.0,15,11.0
125,54.9,15,23.0
113,52.3,15,24.0
538,69.1,15,20.0
121,54.0,15,33.0
117,53.3,15,15.0
109,51.4,15,22.0
113,52.3,15,29.0
469,56.4,15,23.0
113,52.3,15,21.0
103,50.0,15,11.0
103,50.0,15,8.0
133,56.6,15,18.0
103,50.0,15,7.0
114,52.5,15,11.0
103,50.0,15,14.0
113,52.3,15,23.0
97,48.5,15,13.0
111,51.8,15,19.0
103,50.0,15,11.0
107,50.9,15,12.0
105,50.5,15,27.0
115,52.7,15,13.0
101,49.5,15,16.0
113,52.3,15,27.0
95,48.0,15,7.0
109,51.4,15,13.0
109,51.4,15,18.0
205,56.3,15,62.0
97,48.5,15,11.0
109,51.4,15,13.0
364,53.3,15,16.0
95,48.0,15,27.0
99,49.0,15,22.0
103,50.0,15,20.0
540,61.0,15,16.0
113,52.3,15,58.0
101,49.5,15,3.0
105,50.5,15,16.0
107,51.0,15,15.0
190,52.6,15,25.0
116,53.1,15,11.0
111,51.9,15,24.0
137,57.3,16,22.0
127,55.4,16,2.0
448,82.8,16,56.0
127,55.4,16,10.0
127,55.4,16,19.0
117,53.2,16,17.0
127,55.4,16,11.0
132,56.3,16,11.0
119,53.7,16,11.0
125,55.0,16,13.0
127,55.4,16,26.0
127,55.4,16,12.0
119,53.6,16,13.0
127,55.4,16,24.0
127,55.4,16,11.0
127,55.4,16,15.0
130,56.0,16,48.0
132,56.3,16,10.0
127,55.4,16,8.0
116,53.1,16,19.0
150,59.8,16,11.0
148,59.3,16,20.0
121,54.2,16,10.0
123,54.5,16,17.0
148,59.4,16,21.0
116,53.1,16,15.0
127,55.4,16,10.0
123,54.5,16,45.0
132,56.4,16,24.0
130,55.9,16,22.0
116,53.1,16,10.0
125,55.0,16,17.0
116,53.1,16,15.0
119,53.7,16,18.0
130,55.9,16,3.0
175,56.3,16,24.0
132,56.3,16,29.0
136,57.1,16,34.0
130,55.9,16,13.0
127,55.4,16,22.0
130,55.9,16,13.0
116,53.1,16,25.0
116,53.1,16,24.0
132,56.4,16,11.0
119,53.7,16,7.0
116,53.1,16,17.0
116,53.1,16,28.0
116,53.1,16,5.0
134,56.7,16,27.0
116,53.1,16,30.0
119,53.6,16,32.0
116,53.1,16,11.0
130,56.0,16,20.0
130,56.0,16,22.0
116,53.1,16,30.0
116,53.1,16,13.0
138,57.5,16,15.0
114,52.6,16,17.0
130,55.9,16,19.0
116,53.1,16,31.0
135,56.9,16,17.0
114,52.6,16,18.0
127,55.4,16,11.0
127,55.4,16,19.0
134,56.7,16,13.0
130,55.9,16,18.0
127,55.4,16,13.0
205,54.6,16,21.0
132,56.4,16,12.0
116,53.1,16,22.0
137,57.3,16,23.0
123,54.5,16,11.0
127,55.4,16,21.0
116,53.1,16,23.0
125,54.9,16,19.0
125,55.0,16,15.0
135,56.9,16,17.0
123,54.6,16,11.0
127,55.4,16,11.0
132,56.3,16,11.0
127,55.4,16,19.0
130,55.9,16,4.0
140,57.9,16,4.0
127,55.4,16,16.0
119,53.6,16,27.0
114,52.6,16,13.0
127,55.4,16,18.0
132,56.3,16,30.0
137,57.4,16,21.0
138,57.5,16,11.0
135,56.9,16,19.0
127,55.4,16,21.0
127,55.4,16,21.0
111,52.0,16,29.0
130,55.9,16,28.0
127,55.4,16,18.0
123,54.5,16,22.0
132,56.3,16,3.0
123,54.5,16,27.0
130,55.9,16,8.0
123,54.6,16,13.0
125,55.0,16,19.0
227,55.5,16,2.0
119,53.6,16,3.0
135,56.9,16,22.0
116,53.1,16,47.0
127,55.4,16,16.0
123,54.5,16,21.0
123,54.5,16,32.0
132,56.4,16,18.0
119,53.6,16,4.0
130,55.9,16,22.0
132,56.3,16,21.0
126,55.1,16,24.0
125,54.9,16,16.0
141,55.4,16,19.0
116,53.1,16,13.0
132,56.3,16,12.0
130,55.9,16,22.0
127,55.3,16,19.0
146,59.0,16,63.0
127,55.4,16,15.0
127,55.4,16,8.0
114,52.6,16,27.0
125,55.0,16,10.0
127,55.4,16,15.0
136,57.1,16,17.0
123,54.5,16,7.0
127,55.4,16,20.0
130,55.9,16,17.0
122,54.3,16,11.0
127,55.4,16,24.0
161,61.6,16,24.0
130,55.9,16,12.0
150,56.9,16,23.0
130,55.9,16,18.0
130,55.9,16,16.0
132,56.3,16,13.0
155,57.8,16,11.0
155,57.8,16,54.0
147,56.4,16,18.0
135,56.9,16,13.0
125,54.9,16,21.0
132,56.3,16,21.0
127,55.4,16,28.0
116,53.1,16,16.0
132,56.3,16,17.0
132,56.3,16,13.0
132,56.4,16,17.0
181,51.4,16,18.0
778,70.2,16,23.0
136,57.1,16,31.0
147,56.4,16,63.0
132,56.3,16,15.0
130,55.9,16,16.0
132,56.3,16,3.0
123,54.5,16,15.0
132,56.4,16,17.0
138,57.5,16,15.0
116,53.1,16,15.0
138,57.5,16,8.0
127,55.4,16,18.0
134,56.7,16,16.0
116,53.1,16,4.0
125,54.9,16,13.0
127,55.4,16,7.0
127,55.4,16,13.0
135,56.9,16,12.0
137,57.3,16,21.0
119,53.7,16,22.0
125,55.0,16,15.0
127,55.4,16,18.0
127,55.4,16,15.0
130,55.9,16,19.0
125,55.0,16,28.0
336,61.4,16,22.0
136,57.1,16,23.0
127,55.4,16,3.0
125,55.0,16,15.0
123,54.5,16,10.0
223,55.1,16,21.0
132,56.3,16,13.0
130,55.9,16,22.0
125,55.0,16,10.0
116,53.1,16,11.0
134,56.7,16,12.0
152,57.3,16,10.0
129,55.8,16,3.0
116,53.1,16,19.0
134,56.7,16,19.0
135,56.9,16,23.0
132,56.3,16,3.0
127,55.4,16,9.0
130,55.9,16,3.0
130,55.9,16,21.0
141,58.0,16,63.0
137,57.3,16,24.0
120,53.9,16,15.0
114,52.6,16,18.0
130,55.9,16,19.0
132,56.3,16,17.0
123,54.5,16,45.0
116,53.1,16,10.0
142,58.3,16,24.0
121,54.2,16,10.0
144,55.9,16,13.0
116,53.1,16,21.0
125,55.0,16,17.0
349,56.2,16,3.0
143,58.5,16,4.0
119,53.7,16,21.0
116,53.1,16,10.0
132,56.3,16,15.0
125,55.0,16,54.0
490,83.1,16,56.0
136,57.1,16,31.0
125,55.0,16,13.0
132,56.4,16,17.0
116,53.1,16,21.0
132,56.3,16,2.0
132,56.3,16,15.0
130,55.9,16,11.0
141,58.1,16,23.0
116,53.1,16,22.0
132,56.4,16,13.0
127,55.4,16,24.0
130,55.9,16,19.0
127,55.4,16,19.0
130,55.9,16,28.0
114,52.6,16,30.0
129,53.1,16,11.0
123,54.5,16,24.0
114,52.6,16,11.0
137,57.3,16,2.0
116,53.1,16,10.0
202,54.2,16,17.0
132,56.3,16,26.0
130,55.9,16,10.0
135,56.9,16,22.0
118,53.4,16,18.0
134,56.7,16,13.0
141,58.1,16,27.0
116,53.1,16,21.0
127,55.4,16,7.0
116,53.1,16,26.0
119,53.6,16,21.0
116,53.1,16,15.0
132,56.3,16,15.0
125,54.9,16,4.0
143,58.5,16,16.0
125,54.9,16,29.0
127,55.4,16,12.0
148,59.3,16,12.0
130,55.9,16,19.0
129,55.8,16,24.0
519,59.9,16,5.0
130,55.9,16,7.0
116,53.1,16,15.0
488,58.3,16,11.0
142,58.3,16,24.0
148,59.3,16,21.0
130,55.9,16,13.0
141,58.1,16,18.0
148,59.4,16,17.0
127,55.4,16,12.0
132,56.3,16,11.0
175,61.1,16,11.0
137,57.3,16,11.0
125,55.0,16,29.0
116,53.1,16,21.0
166,57.1,16,13.0
138,57.5,16,10.0
130,55.9,16,21.0
138,57.5,16,19.0
141,55.4,16,4.0
123,54.5,16,24.0
116,53.1,16,16.0
141,55.4,16,23.0
132,56.3,16,13.0
127,55.4,16,28.0
116,53.1,16,10.0
127,55.4,16,23.0
127,55.4,16,13.0
123,54.5,16,16.0
135,57.0,16,23.0
125,55.0,16,29.0
127,55.4,16,18.0
116,53.1,16,20.0
130,56.0,16,2.0
121,54.2,16,23.0
135,57.0,16,5.0
127,55.4,16,20.0
132,56.3,16,54.0
123,54.5,16,10.0
123,54.5,16,30.0
130,55.9,16,17.0
130,55.9,16,5.0
114,52.6,16,21.0
132,56.3,16,21.0
125,55.0,16,6.0
130,56.0,16,19.0
132,56.3,16,12.0
130,55.9,16,23.0
125,54.9,16,15.0
132,56.4,16,8.0
121,54.2,16,13.0
145,58.9,16,10.0
125,55.0,16,22.0
119,53.7,16,21.0
116,53.1,16,54.0
153,57.5,16,15.0
147,59.2,16,11.0
116,53.1,16,22.0
136,57.1,16,21.0
149,56.8,16,11.0
125,54.9,16,18.0
116,53.1,16,19.0
135,57.0,16,8.0
123,54.5,16,8.0
145,56.0,16,21.0
114,52.6,16,13.0
130,55.9,16,5.0
127,55.4,16,7.0
132,56.3,16,25.0
138,57.5,16,20.0
134,56.7,16,21.0
132,56.4,16,8.0
116,53.1,16,7.0
119,53.6,16,9.0
127,55.4,16,6.0
116,53.1,16,18.0
127,55.4,16,13.0
132,56.3,16,48.0
130,55.9,16,12.0
222,56.6,16,11.0
116,53.1,16,18.0
130,56.0,16,8.0
127,55.4,16,3.0
125,54.9,16,17.0
114,52.6,16,15.0
116,53.1,16,19.0
132,56.3,16,10.0
151,57.1,16,54.0
145,56.1,16,8.0
121,54.2,16,12.0
130,55.9,16,22.0
137,57.3,16,30.0
125,55.0,16,6.0
142,58.3,16,10.0
116,53.1,16,6.0
137,57.4,16,2.0
136,57.1,16,32.0
130,55.9,16,8.0
132,56.3,16,10.0
130,55.9,16,19.0
132,56.4,16,27.0
123,54.5,16,24.0
147,56.4,16,13.0
150,56.9,16,3.0
138,57.5,16,63.0
134,56.7,16,16.0
127,55.4,16,22.0
138,57.5,16,8.0
127,55.4,16,30.0
152,54.9,16,21.0
114,52.6,16,18.0
114,52.6,16,4.0
125,55.0,16,35.0
127,55.4,16,15.0
125,55.0,16,20.0
117,53.2,16,15.0
125,55.0,16,35.0
125,55.0,16,6.0
116,53.1,16,20.0
130,55.9,16,16.0
130,55.9,16,11.0
127,55.4,16,11.0
135,56.9,16,16.0
116,53.1,16,20.0
168,60.0,16,5.0
182,62.1,16,30.0
135,56.9,16,23.0
132,56.4,16,13.0
132,56.3,16,35.0
116,53.1,16,13.0
130,55.9,16,17.0
132,56.3,16,4.0
132,56.3,16,21.0
130,55.9,16,17.0
118,53.5,16,29.0
137,57.3,16,11.0
116,53.1,16,11.0
143,58.5,16,13.0
132,56.3,16,10.0
127,55.4,16,11.0
125,55.0,16,17.0
116,53.1,16,15.0
135,56.9,16,11.0
132,56.3,16,11.0
136,57.1,16,15.0
135,57.0,16,17.0
116,53.1,16,25.0
125,55.0,16,19.0
130,55.9,16,13.0
125,55.0,16,19.0
130,55.9,16,18.0
132,56.3,16,17.0
132,56.3,16,12.0
149,56.7,16,29.0
138,57.5,16,19.0
137,57.3,16,11.0
138,57.5,16,3.0
130,55.9,16,13.0
132,56.3,16,20.0
144,55.9,16,11.0
433,84.4,16,56.0
125,55.0,16,19.0
133,56.6,16,4.0
127,55.4,16,17.0
132,56.3,16,13.0
132,56.3,16,15.0
137,57.4,16,63.0
527,62.1,16,22.0
119,53.7,16,24.0
119,53.7,16,13.0
130,55.9,16,10.0
136,57.1,16,24.0
128,55.6,16,8.0
121,54.1,16,29.0
127,55.4,16,25.0
130,55.9,16,2.0
132,56.3,16,32.0
120,53.8,16,5.0
116,53.1,16,15.0
116,53.1,16,22.0
127,55.4,16,8.0
132,56.4,16,24.0
140,57.9,16,10.0
127,55.4,16,25.0
409,56.3,16,19.0
127,55.4,16,54.0
127,55.4,16,20.0
170,57.7,16,10.0
127,55.4,16,13.0
136,57.1,16,17.0
132,56.3,16,13.0
130,55.9,16,11.0
134,56.7,16,17.0
163,59.2,16,11.0
127,55.4,16,23.0
116,53.1,16,11.0
130,55.9,16,11.0
137,57.3,16,30.0
127,55.4,16,8.0
130,56.0,16,8.0
130,55.9,16,10.0
123,54.5,16,18.0
134,56.7,16,34.0
145,58.8,16,11.0
136,57.1,16,29.0
130,55.9,16,11.0
138,57.5,16,12.0
119,53.7,16,13.0
127,55.4,16,13.0
500,58.9,16,18.0
114,52.6,16,13.0
160,61.4,16,21.0
129,53.1,16,5.0
139,57.7,16,16.0
138,57.5,16,5.0
132,56.4,16,11.0
127,55.4,16,10.0
123,54.5,16,47.0
138,57.5,16,12.0
132,56.3,16,10.0
132,56.4,16,23.0
125,55.0,16,22.0
114,52.6,16,24.0
116,53.1,16,8.0
136,57.1,16,8.0
114,52.6,16,32.0
161,58.8,16,10.0
130,55.9,16,24.0
119,53.6,16,24.0
116,53.1,16,10.0
121,54.1,16,17.0
142,55.6,16,27.0
133,56.6,16,32.0
139,57.8,16,7.0
116,53.1,16,17.0
132,56.3,16,22.0
162,59.0,16,10.0
137,57.3,16,21.0
130,55.9,16,35.0
125,55.0,16,17.0
136,57.1,16,15.0
116,53.1,16,21.0
116,53.1,16,15.0
125,54.9,16,47.0
116,53.1,16,5.0
127,55.4,16,19.0
127,55.4,16,30.0
125,55.0,16,3.0
127,55.4,16,10.0
123,54.5,16,19.0
130,55.9,16,20.0
130,55.9,16,6.0
135,56.9,16,3.0
123,54.5,16,24.0
114,52.6,16,16.0
130,55.9,16,16.0
132,56.3,16,15.0
158,58.3,16,10.0
130,55.9,16,24.0
165,59.4,16,18.0
119,53.6,16,16.0
135,56.9,16,6.0
119,53.6,16,18.0
124,54.7,16,8.0
119,53.6,16,20.0
134,56.7,16,19.0
125,55.0,16,24.0
433,84.4,16,56.0
130,55.9,16,34.0
119,53.6,16,12.0
130,55.9,16,8.0
116,53.1,16,16.0
123,54.6,16,19.0
116,53.1,16,8.0
143,58.5,16,22.0
116,53.1,16,28.0
116,53.1,16,15.0
121,54.2,16,20.0
127,55.4,16,11.0
141,58.1,16,16.0
119,53.6,16,3.0
130,55.9,16,32.0
116,53.1,16,22.0
130,56.0,16,17.0
127,55.4,16,12.0
127,55.3,16,17.0
141,55.3,16,24.0
127,55.4,16,15.0
123,54.5,16,10.0
132,56.4,16,5.0
130,55.9,16,21.0
125,55.0,16,19.0
127,55.4,16,11.0
127,55.4,16,26.0
121,54.2,16,16.0
125,54.9,16,10.0
141,58.1,16,19.0
127,55.4,16,22.0
130,55.9,16,5.0
123,54.5,16,13.0
130,56.0,16,18.0
125,55.0,16,13.0
130,55.9,16,19.0
150,56.9,16,22.0
134,56.7,16,28.0
129,55.8,16,15.0
116,53.1,16,18.0
132,56.3,16,23.0
130,56.0,16,12.0
123,54.5,16,54.0
460,59.4,16,18.0
137,57.3,16,8.0
161,58.9,16,13.0
114,52.6,16,11.0
132,56.3,16,18.0
127,55.4,16,10.0
120,53.8,16,21.0
648,69.8,16,18.0
138,57.5,16,7.0
138,57.5,16,12.0
123,54.5,16,6.0
121,54.2,16,12.0
130,55.9,16,22.0
127,55.4,16,45.0
125,55.0,16,21.0
143,58.5,16,4.0
116,53.1,16,24.0
119,53.7,16,20.0
132,56.3,16,31.0
635,64.5,16,11.0
146,56.3,16,22.0
130,55.9,16,30.0
131,56.1,16,22.0
311,59.3,16,23.0
274,56.0,16,63.0
119,53.7,16,23.0
130,55.9,16,15.0
132,56.4,16,3.0
125,55.0,16,23.0
119,53.7,16,22.0
175,61.0,16,11.0
114,52.5,16,15.0
119,53.6,16,17.0
127,55.4,16,4.0
133,56.6,16,16.0
119,53.6,16,34.0
142,55.6,16,22.0
116,53.1,16,54.0
125,54.9,16,19.0
116,53.1,16,11.0
150,54.5,16,19.0
125,55.0,16,19.0
119,53.6,16,15.0
130,55.9,16,21.0
130,55.9,16,11.0
132,56.3,16,9.0
116,53.1,16,23.0
127,55.4,16,18.0
127,55.4,16,13.0
132,56.4,16,16.0
132,56.3,16,17.0
127,55.4,16,11.0
101,49.5,16,29.0
125,55.0,16,11.0
453,83.1,16,56.0
245,54.5,16,11.0
127,55.4,16,30.0
116,53.1,16,13.0
121,54.2,16,22.0
240,60.5,16,24.0
139,57.7,16,8.0
130,55.9,16,11.0
127,55.4,16,30.0
289,57.4,16,24.0
122,54.4,16,22.0
125,55.0,16,31.0
132,56.3,16,19.0
125,55.0,16,24.0
116,53.1,16,16.0
127,55.4,16,34.0
134,56.7,16,15.0
127,55.4,16,18.0
132,56.3,16,6.0
127,55.4,16,13.0
139,57.7,16,24.0
127,55.4,16,20.0
116,53.1,16,22.0
138,57.5,16,10.0
132,56.3,16,12.0
483,58.0,16,30.0
130,55.9,16,10.0
116,53.1,16,13.0
125,55.0,16,8.0
127,55.4,16,4.0
135,56.9,16,30.0
114,52.6,16,18.0
136,57.1,16,11.0
127,55.4,16,24.0
116,53.1,16,23.0
130,56.0,16,8.0
138,57.5,16,22.0
127,55.4,16,30.0
135,56.9,16,5.0
132,56.3,16,11.0
135,56.9,16,6.0
130,55.9,16,18.0
132,56.3,16,30.0
134,56.7,16,10.0
119,53.6,16,13.0
127,55.4,16,20.0
137,57.3,16,24.0
130,55.9,16,12.0
138,57.5,16,18.0
116,53.1,16,20.0
119,53.6,16,20.0
127,55.4,16,7.0
280,56.5,16,3.0
116,53.1,16,4.0
130,55.9,16,13.0
127,55.4,16,24.0
140,57.9,16,19.0
116,53.1,16,19.0
132,56.4,16,8.0
138,57.5,16,4.0
508,58.5,16,17.0
130,55.9,16,21.0
132,56.3,16,18.0
125,55.0,16,29.0
125,54.9,16,17.0
127,55.4,16,22.0
127,55.4,16,16.0
141,55.3,16,21.0
118,53.5,16,8.0
144,55.9,16,15.0
167,59.8,16,22.0
119,53.6,16,19.0
125,55.0,16,3.0
136,57.1,16,13.0
127,55.4,16,30.0
132,56.4,16,13.0
116,53.1,16,21.0
125,55.0,16,19.0
135,56.9,16,22.0
171,60.4,16,13.0
127,55.4,16,11.0
119,53.6,16,13.0
209,55.0,16,19.0
553,84.5,16,56.0
141,58.1,16,7.0
116,53.1,16,13.0
125,55.0,16,21.0
125,55.0,16,26.0
127,55.4,16,19.0
