40,62
42,77
38,49
39,60
44,73
38,56
40,62
40,62
40,62
40,62
40,62
40,61
72,287
75,350
71,303
71,308
73,297
75,350
71,277
75,356
72,317
70,272
73,296
75,345
74,339
72,317
73,350
71,328
75,350
69,264
71,277
71,303
73,323
72,313
74,363
74,363
72,285
75,345
73,358
72,287
75,356
71,282
62,166
66,191
63,172
65,203
65,206
67,225
63,188
64,180
65,183
65,203
65,185
65,186
65,203
63,194
64,196
63,194
63,175
65,446
63,175
72,290
71,276
71,279
72,294
73,324
71,305
72,287
70,291
71,335
70,266
72,287
71,283
73,303
71,279
71,258
71,283
73,330
71,307
72,294
71,279
70,298
72,287
71,279
73,298
72,289
71,303
71,277
70,294
72,313
71,283
72,342
72,342
70,290
70,314
70,274
71,279
72,285
70,294
81,468
73,326
72,316
70,298
71,309
71,335
73,326
72,288
71,303
72,294
71,277
73,331
71,310
70,293
71,284
71,283
70,298
72,321
73,332
70,298
74,309
72,286
73,328
72,288
70,298
73,305
72,314
70,293
73,332
72,343
72,288
71,279
71,302
69,263
72,311
71,279
71,330
71,276
71,283
69,263
70,267
72,290
71,276
71,283
71,276
70,267
71,283
71,278
70,275
70,267
72,319
71,258
72,285
69,260
71,283
70,271
71,276
72,319
72,319
71,279
72,319
71,283
70,267
70,271
73,304
72,289
70,267
71,283
72,311
71,283
71,281
71,276
73,298
70,271
81,535
71,278
72,285
70,275
71,279
71,283
72,289
71,276
71,283
71,276
71,283
71,305
72,285
70,267
72,319
71,279
72,287
70,267
70,271
71,283
70,267
70,269
71,283
72,289
71,276
71,283
70,275
71,283
71,279
72,345
71,283
72,292
70,271
71,279
71,276
70,267
72,287
71,279
70,267
71,276
71,279
72,290
70,267
68,256
71,283
71,279
71,279
70,273
71,278
73,296
71,279
70,267
72,287
71,335
71,254
73,350
72,287
70,275
69,262
71,276
72,285
70,267
71,279
72,285
71,302
73,300
71,279
70,273
68,256
70,275
72,292
71,279
71,279
69,260
71,279
70,275
71,276
70,267
69,263
72,313
71,258
69,257
71,276
69,263
71,276
71,276
70,275
70,267
71,283
71,278
70,271
71,281
71,329
71,276
71,276
72,290
71,283
71,276
72,345
70,271
71,328
72,319
71,279
73,303
73,326
70,298
72,292
73,323
72,313
71,309
78,387
70,290
72,292
82,584
72,311
72,311
72,287
70,294
72,289
73,323
72,289
72,287
71,279
73,326
70,298
72,319
74,342
72,316
74,306
72,289
71,305
77,348
72,292
71,309
73,322
70,294
71,276
72,289
72,368
70,266
72,292
73,323
70,266
71,301
73,298
70,294
72,289
69,265
68,229
66,215
72,285
66,279
69,237
67,225
70,275
67,221
68,407
68,228
70,250
68,229
67,678
72,287
70,250
68,256
83,566
69,238
68,438
72,287
70,275
71,276
72,290
71,279
70,271
71,283
70,267
71,281
71,276
72,287
71,276
72,313
71,276
71,279
72,287
71,276
71,283
71,283
71,283
71,276
71,276
70,267
73,355
72,292
71,283
71,276
71,279
69,260
71,278
71,278
71,276
70,267
70,267
70,271
70,271
72,285
71,276
71,276
70,267
72,313
71,276
72,287
71,276
71,276
70,271
71,276
72,292
71,279
70,271
70,271
71,279
68,253
70,267
71,283
70,270
74,370
72,289
71,281
72,287
71,283
70,267
71,283
71,327
71,276
71,283
72,292
72,292
71,258
72,292
71,283
71,283
71,279
71,281
71,276
71,283
70,322
70,273
71,281
70,267
71,276
71,305
71,278
71,276
71,279
71,279
72,292
70,267
72,313
70,275
71,278
71,276
71,309
72,289
81,576
72,316
70,267
72,339
71,279
71,279
71,279
71,309
71,302
72,317
69,263
71,283
71,254
71,305
70,275
71,281
70,271
70,267
70,275
70,267
71,281
71,276
71,276
72,313
72,319
72,319
71,330
71,283
72,287
70,267
71,279
71,279
70,267
71,276
70,273
71,276
73,296
71,279
70,271
71,305
71,302
70,267
72,285
71,279
69,260
73,323
71,254
73,323
72,289
71,276
70,246
71,278
70,271
72,337
70,269
70,275
70,275
72,289
71,305
71,281
72,290
72,311
71,276
71,305
72,287
70,267
71,283
71,276
72,285
72,316
72,285
72,289
70,370
70,271
72,290
72,316
70,275
71,309
72,319
71,276
72,316
71,276
70,275
72,285
70,267
72,289
71,276
70,267
72,293
71,276
72,311
70,267
71,303
72,311
72,292
72,287
71,276
71,305
71,302
70,271
71,283
70,275
70,267
72,287
70,243
71,251
72,287
70,273
70,275
72,293
71,276
71,283
70,270
71,279
70,271
71,283
71,279
71,251
72,292
71,279
71,276
72,320
71,283
71,281
70,267
70,275
71,283
71,283
72,263
69,239
71,283
71,279
71,276
72,287
71,283
72,292
70,267
71,276
70,271
71,276
71,276
71,276
71,283
71,279
71,276
71,276
70,267
70,271
70,275
71,276
71,276
72,261
72,287
70,275
71,279
71,276
72,289
70,267
71,279
70,267
70,250
69,263
72,294
72,290
70,267
71,283
71,276
71,330
71,302
69,260
72,316
69,260
70,275
71,279
71,279
73,327
71,283
71,281
70,275
70,270
71,283
72,289
70,273
70,267
71,309
70,275
71,251
70,267
71,281
71,283
71,276
71,283
71,309
71,277
71,276
70,267
71,278
71,276
71,276
69,265
71,360
70,267
72,345
71,309
71,305
71,276
72,311
70,269
72,293
71,279
68,256
72,285
71,276
71,279
72,290
71,279
70,267
70,271
71,276
72,285
71,305
70,267
68,407
70,271
71,307
74,313
70,267
71,279
70,267
71,276
71,302
70,273
70,271
70,275
69,260
70,275
74,446
71,258
70,271
71,305
69,257
71,276
71,283
70,267
70,271
70,267
73,297
73,303
71,327
71,278
71,279
71,279
70,299
70,271
70,271
71,276
71,305
70,271
71,276
71,305
72,290
71,279
72,316
71,276
70,271
71,279
70,246
71,279
72,285
71,276
69,263
71,309
69,287
73,323
72,259
72,289
71,279
71,283
72,285
70,275
69,263
71,305
71,276
70,267
71,283
70,273
73,296
69,233
72,289
70,266
71,279
72,285
70,271
70,267
71,279
71,309
71,309
72,287
71,283
70,273
72,285
70,267
70,267
71,276
70,271
70,269
71,283
70,267
71,332
70,271
72,287
70,275
70,271
71,279
72,345
72,289
70,275
70,271
71,283
72,290
71,281
71,281
72,287
72,311
71,276
70,273
70,271
70,267
72,290
71,276
70,267
72,290
71,302
71,279
70,267
72,319
72,317
71,279
74,306
71,330
71,279
70,275
71,283
71,279
71,283
72,313
71,279
72,289
69,257
70,269
70,271
71,276
70,271
73,296
70,271
71,279
71,276
71,330
71,305
71,302
71,276
70,275
71,276
71,283
72,319
72,311
72,287
72,287
70,267
71,279
71,279
72,345
70,243
71,305
71,283
72,293
70,275
70,275
72,287
71,283
72,363
71,327
72,316
70,324
71,283
70,275
71,276
72,287
71,283
71,302
71,278
70,273
71,283
71,283
71,279
69,260
70,267
71,279
72,285
71,279
71,278
70,271
71,278
70,267
70,271
72,285
70,250
70,243
72,287
72,266
70,267
72,290
70,267
71,283
71,283
72,313
71,279
72,316
69,257
71,279
71,276
73,328
72,363
72,293
72,316
71,279
71,281
72,319
72,287
70,267
70,250
70,271
71,279
71,276
71,283
70,271
70,275
72,345
71,279
81,544
72,290
68,256
71,330
73,296
71,278
72,285
71,327
71,279
70,271
74,306
71,279
71,276
71,279
72,287
74,306
72,290
71,276
71,283
71,302
71,276
72,285
69,263
71,276
71,276
71,283
72,287
72,285
71,276
71,276
72,319
70,271
71,279
69,260
71,279
70,271
71,279
70,267
70,248
69,257
71,283
71,281
74,306
72,287
71,276
70,267
69,263
72,293
72,319
70,320
72,287
72,287
71,276
72,287
71,283
71,276
73,328
72,319
70,273
72,287
69,265
71,276
72,285
73,330
71,279
72,345
72,292
70,267
71,276
71,283
71,305
72,290
72,345
71,277
71,283
70,267
72,285
71,283
71,309
71,281
70,267
72,289
70,275
70,271
71,278
71,283
71,276
71,305
71,276
71,276
71,276
72,293
71,283
71,279
70,271
69,265
71,283
71,279
71,276
70,271
82,450
71,281
72,285
70,273
71,279
72,319
70,271
73,328
71,302
72,313
71,302
70,275
71,283
71,278
70,267
73,298
71,302
71,279
70,275
71,283
72,287
71,278
71,276
71,276
70,246
73,358
71,302
72,289
71,276
72,285
71,283
71,276
69,260
72,287
71,283
71,278
71,302
69,263
71,279
71,276
72,292
70,273
71,276
70,267
73,323
70,267
71,281
71,279
72,292
70,267
71,279
72,342
70,271
70,267
71,283
71,281
71,276
73,296
72,289
71,283
71,281
69,260
70,273
70,243
70,372
71,279
71,276
72,342
71,276
72,285
70,275
70,271
71,281
70,267
72,311
70,271
72,345
70,275
71,309
71,302
70,243
71,305
70,267
72,285
71,276
72,287
72,311
71,283
72,289
70,270
71,276
70,267
71,276
71,302
72,316
70,267
71,281
70,275
70,267
70,267
72,287
71,276
71,279
71,276
71,276
71,279
72,313
70,267
71,276
71,302
71,278
71,276
71,302
71,276
81,427
71,276
71,279
73,300
70,267
72,289
72,289
70,274
71,276
72,319
71,279
70,267
70,271
69,236
70,267
72,287
71,305
70,266
72,287
72,285
71,279
70,267
71,276
70,267
71,279
70,271
71,283
70,267
71,305
72,316
73,381
72,292
71,276
71,305
72,345
71,327
70,267
70,267
71,281
71,283
70,275
71,278
71,276
71,279
70,275
71,309
71,276
71,283
71,309
72,316
71,281
71,278
70,295
70,267
71,335
72,259
71,305
69,260
71,276
71,283
71,283
71,279
73,296
70,267
70,271
71,276
70,267
70,275
72,337
73,358
70,271
70,267
73,296
74,338
71,279
71,276
70,271
71,309
70,271
72,292
71,281
71,276
70,273
71,279
71,283
69,257
71,279
70,267
71,276
71,279
70,275
72,311
70,275
72,290
72,316
72,290
72,285
71,330
70,273
71,278
71,302
70,267
74,366
71,309
71,279
72,289
71,279
71,279
70,297
69,259
71,279
71,279
70,267
72,287
71,335
71,279
73,327
71,309
70,271
70,269
70,271
71,281
71,276
71,251
72,319
71,283
72,287
70,267
72,287
71,283
71,278
72,311
71,276
72,285
71,278
69,265
70,275
71,281
70,242
71,283
71,276
71,276
71,276
71,251
70,267
71,278
72,287
70,273
70,271
71,281
71,276
71,309
71,283
72,319
70,275
70,271
70,271
71,283
72,317
72,293
71,278
71,302
71,279
71,279
71,278
71,279
70,275
71,279
71,279
71,283
72,319
71,305
71,279
71,281
72,285
71,276
71,279
72,292
71,279
71,276
70,266
73,351
72,289
71,279
72,292
70,271
71,278
71,283
69,260
70,267
71,283
71,251
72,287
74,366
70,271
71,279
71,302
70,267
70,267
72,319
72,287
72,345
69,263
71,279
72,311
70,267
72,316
69,260
70,270
70,271
73,323
70,266
71,279
82,482
71,279
72,285
71,283
71,305
69,257
73,350
71,283
71,305
70,246
70,267
70,271
70,275
71,283
70,267
71,276
74,306
72,266
71,254
70,275
71,302
70,273
71,279
71,305
71,276
70,271
72,290
71,283
72,319
71,305
70,270
71,279
70,271
71,283
71,283
72,287
71,278
70,275
71,279
72,287
70,275
70,275
72,316
72,287
70,267
72,293
70,275
70,324
