71,279
69,257
71,276
73,296
72,316
71,276
69,260
70,267
72,285
71,279
71,276
70,275
70,271
72,292
70,271
72,316
71,309
70,273
71,279
70,275
70,245
70,271
71,281
71,281
71,279
81,535
72,285
71,276
72,287
72,342
71,302
73,359
71,276
71,276
72,316
71,279
72,289
70,271
70,267
71,283
71,283
71,278
73,296
71,283
72,285
71,276
71,276
73,350
74,338
71,276
70,271
72,285
72,287
69,260
71,281
72,287
70,275
71,279
70,267
71,276
71,309
72,311
70,271
71,279
71,302
71,332
72,345
72,285
72,287
73,323
71,276
72,285
73,377
70,324
71,276
70,273
70,267
71,283
69,260
71,283
72,263
71,283
70,275
72,316
71,302
71,278
71,302
71,279
71,279
72,290
71,279
70,267
71,276
71,276
69,262
70,271
70,290
71,281
70,271
70,271
72,285
71,279
72,290
72,311
71,251
71,276
73,349
71,276
70,271
72,588
72,292
71,278
71,276
71,279
71,278
71,254
69,260
70,271
71,302
71,281
69,263
72,287
69,260
70,271
72,292
71,276
71,276
71,279
71,283
71,276
71,283
72,319
72,337
71,283
71,276
71,283
69,263
71,279
72,289
71,279
71,276
69,263
71,283
71,283
74,313
71,281
71,305
72,285
70,270
71,305
70,271
72,339
71,276
72,319
70,267
70,267
70,267
73,300
72,290
72,290
71,276
70,275
71,283
71,276
71,281
72,263
71,283
71,281
71,276
71,335
71,279
72,311
71,276
70,267
70,243
70,275
71,302
69,257
69,257
72,292
71,279
71,278
73,296
72,311
71,309
70,271
71,330
70,271
69,263
72,287
71,276
71,279
71,279
70,267
68,256
73,296
71,309
71,276
70,266
71,283
72,289
71,276
70,267
71,276
72,289
71,276
72,289
71,276
71,276
71,309
73,324
69,260
71,283
71,276
70,267
69,260
72,311
72,347
72,316
71,276
72,285
73,303
71,278
71,283
71,276
71,276
70,275
71,283
71,279
70,273
69,257
72,313
71,276
73,304
70,267
71,283
71,276
71,279
71,309
71,279
70,271
69,260
72,342
71,279
69,263
70,275
73,350
70,275
72,285
71,276
71,276
69,263
71,302
71,279
73,273
71,278
70,271
72,311
70,271
72,285
71,281
72,285
71,309
71,276
70,267
71,279
71,278
72,311
71,279
71,281
71,281
72,287
71,305
71,279
72,319
69,289
72,285
72,289
71,279
71,278
70,275
71,279
71,276
70,271
71,251
69,356
71,302
71,283
69,260
73,328
71,276
72,316
71,276
70,267
71,279
70,271
70,275
71,276
72,292
71,276
71,277
69,257
71,283
72,289
71,258
70,275
71,281
72,289
71,253
70,267
70,271
69,262
71,276
71,309
71,302
70,267
71,278
72,319
71,279
73,298
72,289
71,330
71,276
72,287
70,275
72,292
72,266
73,296
71,276
72,293
71,276
70,243
70,275
71,279
73,326
72,311
72,290
72,287
71,279
70,271
73,323
68,253
70,271
71,276
71,283
71,276
71,276
71,302
70,275
70,267
70,267
72,287
81,650
72,292
71,279
72,343
71,276
71,283
71,302
71,276
69,241
72,289
71,279
69,260
71,307
71,279
72,287
75,316
70,273
72,285
71,276
71,278
71,283
70,267
71,276
70,275
71,276
76,428
71,276
70,275
71,281
71,258
72,368
71,276
71,276
73,297
71,281
71,283
72,311
71,279
72,319
71,276
68,256
71,279
70,275
71,279
72,287
71,283
70,267
70,275
72,292
70,269
70,271
70,267
71,283
71,276
71,276
72,287
71,305
72,285
71,283
69,263
71,283
70,267
71,302
72,287
70,267
70,267
73,296
70,275
71,309
73,353
72,287
72,345
71,279
72,285
71,276
69,257
70,275
71,281
71,276
71,279
70,267
71,302
71,302
71,276
70,271
71,279
71,276
70,275
71,309
71,276
71,278
72,287
71,279
70,267
70,267
73,304
71,279
71,278
69,260
68,346
70,271
71,279
72,319
72,285
71,281
71,276
72,289
72,285
70,267
72,287
71,258
71,309
71,276
69,257
71,307
70,267
72,313
71,279
70,267
72,289
71,278
70,271
70,271
71,305
71,278
71,283
71,283
69,263
72,313
71,276
71,279
72,319
74,342
71,276
72,289
72,316
70,271
72,285
71,276
71,276
70,271
71,278
72,261
71,279
72,287
71,305
72,285
71,276
72,337
72,285
70,271
72,292
71,283
72,287
71,283
72,319
71,283
68,301
71,276
70,267
71,276
71,279
72,287
70,275
71,279
71,276
71,283
71,302
72,285
70,275
71,309
71,281
72,289
83,490
71,283
71,302
71,277
70,267
73,328
70,273
71,283
70,275
70,271
71,283
70,274
71,305
72,289
71,276
70,267
70,275
71,283
71,279
72,287
70,267
71,283
71,305
71,281
69,263
72,289
74,334
71,276
72,285
72,311
71,279
70,267
71,279
71,281
71,276
72,287
72,292
71,327
71,276
71,283
71,276
71,276
72,285
72,292
73,300
70,267
71,276
70,266
70,248
70,275
71,279
71,276
69,257
70,267
71,279
71,283
70,271
71,276
70,267
72,316
72,290
71,279
70,271
71,279
71,279
70,243
70,275
69,263
71,276
72,287
71,276
71,278
70,267
73,300
71,279
71,283
71,276
70,273
71,276
72,342
70,273
72,287
72,292
72,292
72,287
69,260
70,273
71,283
70,271
71,279
71,276
71,283
72,311
71,279
71,283
72,292
71,278
73,330
72,285
71,305
70,271
71,276
71,283
71,279
71,276
71,278
68,256
72,319
71,276
70,267
70,267
70,267
71,253
71,305
71,281
70,275
70,250
72,290
71,279
74,338
71,281
71,276
71,279
71,276
72,290
71,279
70,267
71,279
71,281
70,271
72,319
71,279
71,283
71,276
71,251
72,287
70,271
70,271
71,281
71,279
71,276
71,279
71,279
70,271
69,260
70,315
70,275
69,257
70,323
73,323
70,271
71,283
69,263
70,275
72,289
71,283
71,276
71,276
71,352
71,276
71,276
71,251
70,271
72,317
69,263
72,292
72,311
71,302
71,283
70,267
71,281
69,260
71,276
70,275
71,279
72,313
70,243
70,267
71,302
70,273
71,283
70,275
71,281
70,271
71,279
70,267
74,307
71,279
71,283
73,358
71,302
72,316
70,299
72,292
71,276
71,279
71,279
72,319
68,252
71,276
71,327
71,279
71,276
71,283
71,276
69,398
72,285
73,323
71,276
72,261
71,279
72,292
70,267
70,267
69,260
71,258
71,305
72,287
70,271
72,285
70,275
71,277
70,267
72,292
72,345
72,316
70,267
71,283
71,276
72,287
71,283
71,283
